"node_id","community_id"
"lund2021",1
"aannestad2018",2
"heenpettersen2019",3
"heenpettersen2018",4
"lund2016",5
"moen2020",6
"ambrosiani2015",7
"croix2015",8
"price2018",9
"vonholstein2014",10
"warmlander2015",7
"amundsen2017",11
"lund2019",12
"solli2018",13
"anchukaitis2017",14
"fabech2013",15
"dobat2006",16
"gustafssonnd",17
"kalmring2013",18
"larsson2007",19
"price2006",20
"zachrisson2017",21
"zachrissonnd",22
"fahlander2016",23
"NOAUTHOR21",24
"strand2011",25
"eriksen2013",26
"jorgensenndb",27
"jorgensennd",28
"andrennd",29
"lund2008",30
"lund2020",31
"lund2005",32
"lund2004",32
"lundborgnd",33
"lund2017",34
"raffield2018",35
"zoega2017",36
"williams2016",37
"andren2013",38
"glorstad2012",39
"lund2015",34
"lund2013",40
"ljungkvist2011a",41
"lund2010",30
"skre2019",42
"jessen2016",43
"pricendb",44
"mannering2013",45
"oehrl2017",46
"magnell2010",47
"price2008a",48
"zachrisson2014a",49
"gardela2018",50
"gustafsson2016",51
"raffield2019",52
"androshchuk2018",53
"billnd",54
"bill2019",55
"burstrom2015",56
"glorstad2017",57
"odeback2018",58
"edberg2019",59
"feveile2011",60
"gardelanda",61
"hilberg2013",62
"hedenstiernajonson2015",59
"hilberg2014",63
"hilberg2018",64
"kalmring2010",65
"ulriksen2011a",66
"voncarnapbornheim2014",64
"arneborg2012",67
"dugmore2012",68
"smith2018",69
"hartman2017",70
"jackson2018",71
"lynnerupnd",72
"frei2015",73
"arwillnordbladhnd",74
"artelius2005",75
"artelius2013",76
"pedersen2006",77
"wickholm2006",78
"harris2017",79
"tummuscheitnd",80
"fahlander2018",23
"pricend",44
"osullivan2015",81
"raffield2016",82
"price2019",83
"glorstad2015",84
"arwillnordbladh2012",85
"arwillnordbladh2013",85
"ashby2015",86
"baug2019",87
"croix2019",88
"hennius2018",89
"loftsgarden2019",90
"pilo2020",91
"perry2016",92
"thend",93
"sindbaek2018",94
"raja2018",95
"rosvold2019",96
"sindbaek2017",97
"griffiths2019",3
"backdanielsson2016",98
"gardela2007",99
"price2014",100
"barndon2018",101
"pedersenndb",102
"barrett2010",103
"krzewinska2015",104
"naumann2014",105
"montgomery2014",106
"price2014a",107
"raninen2014",108
"sheehannd",109
"sindbaeknd",110
"sindbaek2011",111
"star2017",112
"pilo2018",113
"downham2015",114
"mainland2018",115
"sindbaek2016",116
"bergstol2004",117
"kemmers2011",118
"nielsen2011",119
"baug2017",120
"svendsen2019",121
"beck2018",122
"grupe2013",123
"zachrisson2018",124
"rasmussen2014",125
"jahnsen2016",126
"stene2017",127
"kristjansdottir2015",128
"bill2017",129
"bill2016",130
"fredriksen2014",131
"gullbekk2014",132
"pedersen2015",133
"macphail2013",134
"axelsen2014",135
"williams2014",37
"gardela2015",136
"jagodzinski2014",137
"iversennd",138
"sanmark2013",139
"richards2018",140
"helama2017",141
"eriksen2017",142
"ellingsen2019",143
"price2010",48
"catlin2016",144
"jarman2018",145
"peschel2017",146
"raffield2015",147
"stott2019",148
"ulriksen2018",149
"pedersen2019",150
"NOAUTHOR28",151
"devos2013",152
"wouters2016",153
"dugmore2007",154
"keller2016",155
"tainter2006",156
"carver2015",157
"pluskowskind",158
"runge2018",150
"domeijlundborg2012",159
"tonning2020",160
"schneidhofer2017",161
"barrett2008",103
"vesteinssonnd",162
"schmid2017",163
"beck2017",164
"spangennd",165
"hillerdal2010",166
"dobat2013",167
"christiansen2019",168
"feveile2009",169
"baug2015",170
"martin2020",171
"frei2012",25
"henriksen2017",172
"price2012",173
"furholt2019",174
"frieman2019",175
"milek2012",176
"hedenstiernajonson2017",177
"kastholm2016",178
"toplak2018",179
"toplak2015",180
"gardeland",181
"forest2011",182
"gustin2017",183
"pedersen2017",184
"christensen2018",185
"heenpettersen2014",186
"ijssennagger2015",187
"kershaw2017",188
"raffield2014",189
"rogers2020",190
"svendsen2016",191
"skre2017",192
"williams2015",193
"hadley2018",194
"hadley2016",195
"mcleod2011",196
"williams2017",197
"buckberry2014",198
"leonard2011",199
"price2020",200
"hrnjic2018",201
"harrison2015",202
"kelly2015",203
"lund2006",204
"NOAUTHOR18",56
"eriksen2016",131
"hedeager2010",205
"kalmring2018",206
"draganits2014",207
"linderholm2008",208
"price2011",209
"kalmring2017",210
"kalmring2012",211
"krzewinska2018",212
"helmbrecht2012",213
"oehrl2019",46
"sindbaek2014",214
"jessen2014",215
"holst2014",216
"holst2013",215
"tveiten2017",217
"bonde2016",218
"glorstad2014",219
"roslund2005",220
"baastrup2014",221
"gotfredsen2013",222
"henriksen2014",223
"borake2018",224
"kershaw2016",225
"vesteinsson2016",226
"knudson2012",227
"hardhnd",228
"poulsen2011",229
"bill2012",230
"gustavsson2015",231
"androshchuk2010",232
"graslundnd",233
"lindholm2016",234
"ljungkvist2018",233
"ljungkvist2015",235
"chenery2014",236
"lucas2007",237
"ijssennagger2013",238
"becket2013",239
"cannellnd",240
"macphail2016",241
"magi2015",242
"gotfredsen2014",243
"milek2013",244
"burstrom2014",245
"ingvardson2012",246
"abrams2012",247
"pedersennd",248
"roesdahlnd",249
"pedersennda",135
"perry2019",187
"skre2011b",54
"frei2011",250
"becker2012",251
"olend",252
"rosengren2010",253
"NOAUTHOR33",254
"leslie2015",255
"reiter2019",256
"pricenda",257
"imer2014",258
"tummuscheit2014",259
"feveile2017",260
"goodchild2017",185
"roslund2015",261
"roslund2017",262
"roslund2013",102
"sanmarkndb",263
"sindbaek2007",264
"skre2015",265
"knappett2025",266
"sindbaeknda",214
"skrend",267
"skre2011a",54
"smith2013",268
"oye2014",269
"fallgren2008",270
"rundkvist2014",271
"christensen2013",272
"ahfeldt2015",273
"steinforth2015",274
"sutherland2015",275
"halstadmcguire2010",276
"kershaw2009",277
"vesteinsson2012",278
"holst2010",216
"fischer2011",279
"lemm2014",280
"brewer2018",281
"neiss2016",282
"pollard2012",236
"myrberg2007",283
"kershaw2018",284
"rundkvist2010",285
"furholt2018",286
"oye2016",287
"storli2010c",288
"price2016",200
"gullbekk2011",289
"svensson2018",290
"andren2000",291
"staeckernd",292
"rohdesloth2012",293
"mulk2007",294
"naum2004",295
"solli2011",296
"zachrisson2004a",297
"trinks2014",298
"kovalenko2013",299
"gustafsson2011",300
"ibsen2010",301
"buntgen2016",302
"zori2013",303
"bitzthorsen2018",304
"ravn2012a",305
"myrberg2008",306
"feveile2012",307
"benderjorgensen2009",308
"boyd2013",309
"sutherland2009",310
"fontaine2017",311
"sanmarknd",312
"arwillnordbladh2007",313
"magi2011",314
"richards2012",315
"majchczack2018",316
"naum2007",295
"halewood2001",317
"nosov2018",318
"wicker2012",319
"kitzlerahfeldt2013",319
"gardela2013",178
"svensson2009",320
"sanmarknda",321
"skorokhod2020",322
"pluskowski2010",323
"kitzlerahfeld2015a",324
"aannestad2015",6
"ahola2014",1
"ambrosiani2013",7
"andersson2004",20
"andersson2016",1
"andersson2008",27
"andren2002",32
"andren2004",19
"androshchuk2013",51
"androshchuk2014",53
"androshchuk2012",325
"androshchuk2016",1
"arents2010",65
"armbruster2010",17
"artelius2004",29
"artelius2007",23
"arwillnordbladh1998",44
"arwillnordbladh2008",29
"ashby2014",37
"s2019",1
"backdanielsson2007",12
"barndon2005",12
"ed2012",115
"barth1969",118
"e2014",326
"bergstol2008",127
"beroniusjorpeland2018",1
"bhabha1994",327
"bill2020",1
"bjerg2013",328
"blaszczyk2017",1
"d2016",1
"bogucki2012",136
"borake2019",1
"brather2013",1
"brink2011",139
"callmer2017",1
"cannell2016",143
"clarke2017",329
"croix2012",150
"croix2016",330
"croix2020",1
"crumlinpedersen2010",150
"diamond2005",68
"dobat2014",331
"domeijlundborg2004",159
"draganits2015",332
"englert2015",62
"eriksen2019",1
"eriksen1994",117
"eriksson2018",1
"forster2009",120
"frog2014",333
"gardela2008",61
"gardela2012",181
"gerds2015",334
"gjerpe2008",335
"gjerpe2017",1
"gossler2018",1
"grahamcampbell2013",1
"grahamcampbell2011",3
"graslund2007",21
"graslund2018",336
"griffiths2003",3
"gruszczynski2018",1
"hadley2013",196
"hall2014",337
"hallansstenholm2012",23
"hansen2017",1
"hansson2018",1
"hardh2010",168
"hardh2016",201
"harrison2014",79
"hedjakobsson2003",101
"hedeager2003",159
"hedeager2004",101
"hedeager2011",40
"hedenstiernajonson2006",59
"hedenstiernajonson2012",211
"helmbrecht2011",85
"hillerdal2009",1
"n2017",338
"hodges2012",97
"holmquist2013",1
"iversen2013",138
"iversen2015",174
"jackson2019",1
"jankowiak2018",1
"janowski2015",1
"jennbert2015",1
"jensen2010",61
"jesch2015",24
"jones1997",219
"jorgensen2009",150
"jorgensen2010",224
"kastholmhansen2015",1
"kershaw2013",194
"kershaw2019",1
"kirpichnikov2018",1
"kleingartner2013",339
"lia2002",230
"ljungkvist2006",233
"ljungkvist2011",235
"loe2014",58
"lund2009",5
"madsen2010",1
"magi2018",1
"magi2019",1
"mehler2015",1
"melheim2016",340
"merkel2016",201
"mikhaylov2016",1
"moen2011",61
"moen2019",6
"moesgaard2015",341
"mozdzioch2013",1
"myhre2015",160
"myrberg2009",56
"naum2008",136
"nordahl2018",1
"nordeide2016",1
"norstein2020",1
"opedal2010",342
"oye2013",343
"paterson2014",79
"pearson2018",1
"pedersen2004",23
"pedersen2009",17
"pedersen2014",6
"pedersen2016",184
"pilo2005",131
"price2000",44
"price2002",149
"price2001",166
"price2008",101
"raffield2017",344
"ravn2012",1
"rebkowski2019",1
"roesdahl2014",185
"roslund2007",54
"rundberget2017",1
"rundkvist2015",210
"russel2014",195
"said1978",119
"sanmark2017",21
"schietzel2014",58
"schultze2008",64
"semple2013",1
"sharples2020",1
"sindbaek2013",86
"skre2008",132
"skre2011",265
"soderberg2005",150
"solli2002",40
"spangen2006",1
"staecker2004",30
"stanislawski2013",136
"stanislawski2014",1
"stidsing2014",168
"svanberg2003",149
"thate2007",131
"toplak2016",1
"tummuscheit2011",259
"turner2006",1
"ulriksen2019",1
"vedeler2014",1
"vesteinsson2014",345
"vonholstein2016",1
"wallace2016",346
"wickham2005",216
"williams2020",347
"wilson2018",1
"zachrisson2004",19
"zachrisson2011",235
"zori2014",1
"strand2001",1
"andren2014",348
"birkett2020",1
"brorsson2010",1
"cooijmans2020",1
"christiansen2014",168
"dobat2010",280
"gardela2016",50
"gjerde2009",349
"glorstad2010",12
"graslund2010",37
"grundvad2017",1
"gustafsson2013",168
"laroche1997",1
"lemm2013",185
"lynnerup2014",350
"mcanany2010",1
"morawiec2009",136
"nordeide2011",37
"olsson2004",211
"price2015",247
"ratican2020",1
"roesdahl2009",1
"rundkvist2011",37
"rostad2016",87
"sheehan2013",4
"sindbaek2009",168
"steinforth2018",1
"sveinbjarnardottir2016",163
"ulriksen2011",178
"williams2010",79
"zachrisson2014",120
"ambrosiani2001",213
"graslund1984",351
"hraundal2013",7
"ilisch1990",284
"jansson1986",183
"jansson1987",20
"jansson1989",7
"wikander1978",7
"aannestad2016",2
"andren2011",179
"baastrup2012",2
"baastrup2010",2
"bagge1991",2
"bakka1963",2
"bakka1961",2
"bakka1971",352
"blackburn2002",195
"blindheim1973",204
"blindheim1999",54
"blindheim1995",12
"boe1940",202
"callmer1992",48
"callmer2008",214
"cramp1997",2
"downham2008",353
"dumville2008",3
"ekengren2009",2
"gaut2001",186
"gaut2011",135
"geber1991",2
"gosden1999",30
"grahamcampbell2000",111
"gustin2004",54
"hahn2013",2
"hedeager2002",32
"hedeager1992",117
"helms1993",34
"heyerdahllarsen1981",2
"hines1984",87
"hodder1982",183
"hodder1986",44
"hagg1974",2
"jansson1984",280
"vidar2010",2
"kopytoff2010",2
"krag1994",181
"kristiansen2005",39
"maran2012",2
"marstrander1963",2
"mauss1950",2
"mikkelsen2002",39
"myhre1992",117
"croinin1989",2
"pedersen2008",54
"peets2012",147
"petersen1940",186
"raven2005",103
"rogers2006",277
"simonsen1981",66
"skaare1963",2
"skaare1976",192
"solli1995",2
"thomas1991",2
"waller1982",2
"wamers1985",3
"wamers2011",87
"williams2008",197
"wilson1984",2
"wilson2006",248
"amundsen2001",117
"amundsen2011",354
"amundsen2015",355
"amundsen2007",290
"apel2001",356
"apel2005",357
"aronsson1991",358
"askeladden2015",359
"bakka1973",360
"bakka1976",361
"barth1976",362
"barth1996",127
"baudou1987",363
"bergman2016",364
"bergsland1992",365
"bergstol1997",127
"bergstol2009",366
"bjorn1934",367
"boaz1997",368
"bolstad1980",369
"braseth2014",370
"brendalsmo2003",371
"brogger1942",11
"bull2002",11
"byggstoyl2012",11
"damm2010",11
"fjellheim1999",11
"fjellheim2012",11
"forsberg2005",11
"fossum2006",11
"fredriksen1983",11
"fuglesang1980",292
"fuglestvedt2006",11
"gjerde2016",11
"gjessing1945",11
"grandell1986",11
"grimbe2013",11
"gustafson1988",11
"gustavsen2014",11
"hagen1946",11
"hagstrom2010",11
"hallgren2008",11
"hansen2004",165
"hansen2014",11
"hedman2003",11
"helstad2001",11
"hildre2012",11
"hole2013",11
"holm1991",11
"holm2016",11
"holseng2004",11
"hougen1947",57
"indreko1956",11
"jenkins2008",11
"johansen1981",11
"kleppe1977",11
"lannerbro1976",11
"marstrander1977",11
"mathiesen2005",11
"melheim2015",11
"mikkelsen1994",293
"mikkelsen1975",11
"mjaerum2012",182
"mulk1994",11
"myhre1962",11
"norell1987",11
"nou2007",11
"nyland2016",11
"odner1983",117
"odner2000",11
"ojala2009",11
"olsen1985",11
"olsen1991",11
"pareli1991",11
"prescott2009",11
"schanche1985",11
"scheen1979",11
"serning1966",11
"sjurseike1994",11
"skandfer1996",11
"skjolsvold1980",127
"skjolsvold1981",11
"skjolsvold1984",11
"smith2006",11
"soborg1988",11
"solberg1986",11
"sommerseth2011",11
"spangberg2014",11
"spangen2010",11
"stene2010",11
"stenvik1988",11
"svensson2006",11
"swensen2017",11
"trigger2006",11
"vorren1965",11
"wegraeus1971",11
"zachrisson1997",44
"zachrisson2015",11
"abrams2004",225
"phil2010",247
"fanning1994",186
"sheehan1998",103
"sheehan2009",247
"omeadhra1979",190
"blackburn1981",247
"glorstad1987",247
"grahamcampbell1984",186
"jensen1968",247
"davidson1962",34
"grinsell1961",50
"bjorn1940",50
"kovalev2004",261
"arbman1940",149
"arne1914",7
"bearman2014",7
"anonymous2012",247
"ljung2010",172
"lang2001",198
"cohen2004",247
"jesch2002",196
"whaley2004",247
"tweddle1995",247
"coatsworth2008",247
"grahamcampbell1980",202
"wamers2009",3
"grahamcampbell2007",109
"brunning2013",142
"sonderso2005",232
"stenalt1960",232
"kolindsund1936",232
"luhm1903",232
"androshchuk2001",232
"androshchuk2002",189
"androshchuk2003",232
"androshchuk2009",232
"androshchuk2004",232
"appadurai1937",232
"arbman1937",300
"arbman1966",232
"arrhenius1985",84
"bazelmans1999",158
"bergman1976",232
"behmer1939",232
"behrend1936",232
"brondsted1936",248
"chase1979",232
"colmo1953",232
"cross1914",232
"falk1914",232
"gameson2001",232
"gansum1991",232
"geibig1992",232
"grahamcampbell1968",232
"gurevich1968",18
"habbe2005",30
"hakonarherdibreids1991",232
"harke2000",126
"jacobsen1942",98
"nasman1991",232
"jorgensen1966",150
"lavrsen1960",232
"maixner1990",190
"mauss1980",232
"menghin1980",232
"mullerwille1978",372
"mullerwille1984",32
"mullerwille1980",232
"north1980",232
"nasman1989",232
"ostergren1976",118
"olsson1975",232
"owencrocker1966",232
"ornes1966",218
"paulsen1953",282
"pedersen1995",232
"pedersen1997",149
"pedersen2002",373
"peirce1919",32
"petersen1919",32
"rydbeck1932",232
"schulzedorrlamm1987",232
"handelderwikingerzeitzwischennordundwesteuropaaufgrundarchaologischerzeugnisse1987",232
"klaesoe2005",232
"smidt1991",232
"stocklund1985",232
"strid1961",232
"stromberg1946",232
"svanberg1995",232
"thunmarknylen1995",232
"thunmarknylen2001",232
"bergman2005",232
"thalinbergman2000",232
"theuws2000",232
"turvillepetre1960",232
"wamers1930",218
"whitelock1955",232
"willemsen2004",187
"wilson1955",374
"wrenn1958",232
"zachrisson1984",204
"zachrisson2012",11
"ammann2007",375
"ammann2003",376
"anchukaitis2014",377
"anchukaitis2012",378
"anchukaitis2010",379
"anchukaitis2013",380
"anchukaitis2006",381
"andreuhayles2011",382
"andronova2000",383
"autin2015",384
"biondi1999",385
"bowman1997",386
"bradley2001",387
"breitenmoser2012",388
"briffa1993",389
"briffa1994",390
"briffa1995",391
"briffa2000",392
"briffa1996",393
"briffa1998",394
"briffa2011",395
"briffa2013",396
"briffa2004",397
"briffa2002",398
"brohan2012",399
"buckley2010",10
"buntgen2006",400
"buntgen2013",401
"buntgen2011",302
"buntgen2014",302
"campbell2007",241
"coledai2013",402
"cook1990",403
"cook1987",404
"cook2010",405
"cook1994",406
"cook1995",407
"cook2013",302
"cook1999",408
"cowtan2014",409
"crowley2000",410
"crowley2008",411
"darrigo2011",412
"darrigo2003",413
"darrigo1992",414
"darrigo2004",415
"darrigo2013",416
"darrigo2008",417
"darrigo2015",418
"darrigo2009",419
"darrigo2006",420
"davi2003",421
"delaygue2011",422
"doradolinan2012",423
"edwards2007",424
"emilegeay2013",425
"esper2013",426
"esper2002",427
