name,betweenness,closeness,pagerank,hub,authority,in_degree,title,year,generation,entry_type,cluster_kmeans.x,component_weak,component_strong,community_leiden,cluster_kmeans.y
"Kvernsteinsindustri i vikingtid og tidlig middelalder i Saltdal kommune, Nordland fylke. Viking. Norsk arkeologisk årbok. Bind LXXIII-2010",0,0.5714285714285714,2.4437324843693967e-5,7.290778654826252e-17,7.022496298569005e-7,1,NA,NA,NA,NA,5,1,11250,17,5
"Rapport vedrørende overvåking av inngrep i skogsvei (Sypranvegen) ved kvernsteinsbruddet i Hestgarden, Saksenvik i Saltdal kommune, Nordland. Unpublished report at Tromsø Museum, University museum",0,0.5714285714285714,2.4437324843693967e-5,7.290778654826252e-17,7.022496298569005e-7,1,NA,NA,NA,NA,5,1,11249,17,5
"Kvernsteinsindustri i vikingtid og tidlig middelalder i saltdal kommune, nordland fylke. viking",0,0.6,2.4938715404254226e-5,7.290778654826252e-17,2.6075934316409615e-6,1,NA,NA,NA,NA,5,1,13171,17,5
Tradisjon og handling i førkristen vestnorsk gravskikk II. Fra Vereide til vikingtid,0,0.5172413793103449,2.603822448645886e-5,7.290778654826252e-17,2.121100470189319e-7,1,NA,NA,NA,NA,5,1,12107,15,5
Estimating Scandinavian and Gaelic ancestry in the male settlers of Iceland,2.987608833975224e-6,0.32320441988950277,2.7058207897244326e-5,8.773947616969998e-5,5.732303232505228e-6,1,NA,NA,NA,NA,4,1,15822,14,4
mtDNA and the origin of the Icelanders: deciphering signals of recent population history,2.580352409074083e-6,0.35096153846153844,3.9288415230798984e-5,3.371721173261549e-4,1.0080483703272142e-6,1,NA,NA,NA,NA,4,1,18691,9,4
mtDNA and the islands of the North Atlantic: estimating the proportions of Norse and Gaelic ancestry,2.7001318374341113e-5,0.32320441988950277,2.7058207897244326e-5,2.087218372332215e-4,5.732303232505228e-6,1,NA,NA,NA,NA,4,1,15821,34,4
A reassessment of genetic diversity in icelanders: strong evidence from multiple loci for relative homogeneity caused by genetic drift,0,NA,2.2762090500174994e-5,1.3293353852781304e-4,0,0,NA,NA,NA,NA,6,1,5558,34,6
A statistical approach to identify ancient template DNA,0,NA,2.2762090500174994e-5,1.1111637267324088e-4,0,0,NA,NA,NA,NA,6,1,5557,34,6
Sequences from first settlers reveal rapid evolution in Icelandic mtDNA pool,0,NA,2.2762090500174994e-5,1.329335385278167e-4,0,0,NA,NA,NA,NA,6,1,5556,34,6
Stefa ´nsson K. 2000 mtDNA and the origin of the Icelanders: deciphering signals of recent population history,0,NA,2.2762090500174994e-5,8.773947616969781e-5,0,0,NA,NA,NA,NA,6,1,5555,34,6
"Odd og egg. Merovingertidsfunn fra Hordaland, Sogn og Fjordarne. Arkeologiske avhandlinger fra Historisk museum",0,NA,2.2762090500174994e-5,0.0028830505713558956,0,0,NA,NA,NA,NA,6,1,5554,22,6
En märkling fördeling -ett senvikingatida gravfält i fjälkinge,0,NA,2.2762090500174994e-5,3.8500868694576356e-5,0,0,NA,NA,NA,NA,6,1,5553,37,6
Centrala platser -centrala frågor. Samhällsstrukturen under järnåldern. En vänbok till Berta Stjernquist,0,0.5555555555555556,2.4612747423450087e-05,7.290778654826252e-17,8.98423619932428e-7,1,NA,NA,NA,NA,5,1,13248,48,5
Helge -ett spår av en tidig kristen mission i uppåkra?,0,0.2580993520518359,2.7206433413312743e-5,7.290778654826252e-17,8.473846199933051e-7,1,NA,NA,NA,NA,4,1,18237,23,4
"Fynden i centrum. Keramik, glas och metall från Uppåkra. Uppåkrastudier 2. Acta Archaeologica Lundensia, series in octavo 30",0,NA,2.2762090500174994e-5,0.0028830505713558943,0,0,NA,NA,NA,NA,6,1,5552,22,6
"Järnålderns skåne: samhälle, centra och regioner",0,NA,2.2762090500174994e-5,2.1547274216971803e-6,0,0,NA,NA,NA,NA,6,1,5551,33,6
"Järnålderns Skåne. Samhälle, centra och regioner (Uppåkrastudier 5/Acta Archaeologica Lundensia",0,NA,2.2762090500174994e-5,2.3585253982591416e-5,0,0,NA,NA,NA,NA,6,1,5550,31,6
Tributes to be Spoken of. Sacrifice and Warriors at Uppåkra,0,0.3076923076923077,2.393020264364049e-5,7.290778654826252e-17,4.109034272941181e-6,1,NA,NA,NA,NA,4,1,16911,40,4
"Continuity for Centuries: A Ceremonial Building and Its Context at Uppåkra, Southern Sweden. Uppåkrastudier 10",2.062443664974673e-6,0.24731182795698925,2.5284381535030587e-5,0.003314944577066548,4.306909190723183e-6,1,NA,NA,NA,NA,4,1,19544,51,4
Tributes to be Spoken of: Sacrifices and Warriors at Uppåkra,0,0.19391025641025642,2.5552709187577016e-5,7.290778654826252e-17,1.08048611556469e-6,1,NA,NA,NA,NA,4,1,20406,38,4
Kan regionalitet påvisas genom arkeologiskt fundmaterial? några metodiska och källkritiska närmanden,0,NA,2.2762090500174994e-5,3.7371887939273747e-6,0,0,NA,NA,NA,NA,6,1,5549,46,6
A major burial ground discovered at Fjälkinge. Reflections of Life in a Scandinavian Viking Village,0,0.19159770846594526,2.6765965342317004e-5,7.290778654826252e-17,3.33074736342547e-6,1,NA,NA,NA,NA,4,1,17457,34,4
"Continuity for centuries: a ceremonial building and its context at uppåkra, southern sweden",1.2254408943801187e-5,0.3622291021671827,2.8429736162826416e-5,0.0027857545791333594,6.5567781318756136e-6,2,NA,NA,NA,NA,4,1,15820,62,4
"Shifting the balance in northwest iceland: documentary evidence for climate impacts studies of economic processes and fluctuations within iceland, with a particular focus on the strandir area of",0,0.34894613583138173,2.9832736548825516e-5,7.290778654826252e-17,3.048083114556979e-7,1,NA,NA,NA,NA,4,1,16099,20,4
"Rapport fra arkeologisk utgravning. gravfelt fra vikingtid, bosetningsspor fra mesolitikum, bronsealder, jernalder og middelalder, produksjonsspor fra romertid og dyrkningsspor fra jernalder. langeid øvre, mikkelsen, egil 1980: 'skinnvegen' setesdalen-lysebotn arkeologisk belyst",0,0.5263157894736842,2.800499255087378e-5,7.290778654826252e-17,2.6285750876511016e-6,1,NA,NA,NA,NA,5,1,12805,2,5
Kumlabygdens ortnamn och äldre bebyggelse,6.257026338183937e-8,0.19391025641025642,2.5552709187577016e-5,1.1390159881027631e-5,1.08048611556469e-6,1,NA,NA,NA,NA,4,1,20405,53,4
Kalmar stads historia 1. kalmarområdets forntid och stadens äldsta utveckling. tiden intill 1300-tallets mitt,0,NA,2.2762090500174994e-5,4.989066430635175e-5,0,0,NA,NA,NA,NA,6,1,5548,1,6
Ortnamnen och den svenska bosättningen på åland,0,NA,2.2762090500174994e-5,1.3310474717358423e-4,0,0,NA,NA,NA,NA,6,1,5547,54,6
Manuskript rörande Husa-namnen,0,NA,2.2762090500174994e-5,1.1390159881026158e-5,0,0,NA,NA,NA,NA,6,1,5546,53,6
Manuskript rörande Husa-namnen. Förvaras i OAU,0,NA,2.2762090500174994e-5,1.1390159881027228e-5,0,0,NA,NA,NA,NA,6,1,5545,53,6
Norge blir en stat,0,NA,2.2762090500174994e-5,5.263909969271695e-5,0,0,NA,NA,NA,NA,6,1,5544,3,6
Norge blir en stat,0,NA,2.2762090500174994e-5,5.263909969271695e-5,0,0,NA,NA,NA,NA,6,1,5543,46,6
Norge blir en stat,0,NA,2.2762090500174994e-5,1.038937412285139e-5,0,0,NA,NA,NA,NA,6,1,5544,3,6
Norge blir en stat,0,NA,2.2762090500174994e-5,1.038937412285139e-5,0,0,NA,NA,NA,NA,6,1,5543,46,6
Kongssete og Kjøpstad. Fra opphavet til 1536,0,NA,2.2762090500174994e-5,0.0014172906373193781,0,0,NA,NA,NA,NA,6,1,5542,35,6
Bergen bys historie. Bind I. Kongssete og kjøpstad. Fra opphavet til 1536,0,0.6,2.4938715404254226e-5,7.290778654826252e-17,2.6075934316409615e-6,1,NA,NA,NA,NA,5,1,13170,17,5
Tiden frem til 1536' in R Danielsen (ed) Grunntek: Norsk Historie fra Vikingtid til Våre Dager,0,0.23581213307240703,3.466867493206812e-5,7.290778654826252e-17,3.906976501063708e-6,1,NA,NA,NA,NA,4,1,18101,10,4
Under Konge Og Kirkemakt,0,NA,2.2762090500174994e-5,0.0013215405467394343,0,0,NA,NA,NA,NA,6,1,5541,18,6
Gulatinget og Gulatingslova. leikanger: Skald,0,0.5263157894736842,3.139745858367888e-5,7.290778654826252e-17,5.737176141940062e-7,1,NA,NA,NA,NA,5,1,9826,51,5
helle2001a,0,NA,2.2762090500174994e-5,4.495128464641478e-6,0,0,,2001,F2,article,6,1,5540,30,6
helle2001b,0,0.2459016393442623,2.420113406801903e-5,7.290778654826252e-17,2.8472097087857815e-6,1,,2001,F2,article,4,1,16573,30,4
helle2001c,0,NA,2.2762090500174994e-5,8.97820321492964e-5,0,0,,2001,F2,article,6,1,5539,30,6
helle2001d,0,NA,2.2762090500174994e-5,2.134206525442286e-5,0,0,,2001,F2,article,6,1,5538,30,6
Gulatinget og Gulatingslova,0,NA,2.2762090500174994e-5,0.00436524576398626,0,0,NA,NA,NA,NA,6,1,5537,33,6
The Cambridge history of Scandinavia,0,NA,2.2762090500174994e-5,1.2018384463231709e-4,0,0,NA,NA,NA,NA,6,1,5536,20,6
Innledning: Byen Som Historisk Fenomen,0,0.3138075313807531,2.8292958504045407e-5,7.290778654826252e-17,5.8939913961821506e-6,1,NA,NA,NA,NA,4,1,17978,16,4
Norsk byhistorie. Urbanisering gjennom 1300 år,0,NA,2.2762090500174994e-5,0.0014172906373193799,0,0,NA,NA,NA,NA,6,1,5535,35,6
Inferring Human Colonization History Using a Copying Model,0,NA,2.2762090500174994e-5,1.0599761952811905e-5,0,0,NA,NA,NA,NA,6,1,5534,29,6
A Genetic Atlas of Human Admixture History,0,NA,2.2762090500174994e-5,4.759142380617278e-5,0,0,NA,NA,NA,NA,6,1,5533,29,6
Valkn útr'. Das Dreiecksymbol der Wikingerzeit ['Valkn útr'. The Viking age triangle symbol],0,0.3673469387755102,2.314158206928005e-5,7.290778654826252e-17,2.035057756839202e-6,1,NA,NA,NA,NA,4,1,14302,40,4
helles1992,0,0.19047619047619047,2.4721776055031953e-5,7.290778654826252e-17,9.010073669264659e-7,1,,1992,F2,misc,4,1,16782,22,4
"Om danefae, metaldetektor og ikke mindst Harald Holm",0,0.19047619047619047,2.4721776055031953e-5,7.290778654826252e-17,9.010073669264659e-7,1,NA,NA,NA,NA,4,1,16781,22,4
Svensk Etymologisk Ordbok,0,NA,2.2762090500174994e-5,0.001358480936169849,0,0,NA,NA,NA,NA,6,1,5532,30,6
Ett plundrat kulturarv -att motverka och förebygga plundring av fornlämningar (visby),0,0.5106382978723404,3.167071933070995e-5,7.290778654826252e-17,2.852899916301229e-7,1,NA,NA,NA,NA,5,1,14669,22,5
Norrlands jordbruk,0,NA,2.2762090500174994e-5,1.033306760008325e-4,0,0,NA,NA,NA,NA,6,1,5531,19,6
Vägar till Sv eriges kristnande,0,0.5714285714285714,2.377093886841489e-5,7.290778654826252e-17,2.9267713880685564e-6,1,NA,NA,NA,NA,5,1,11627,7,5
"Torup, Districr: Hellum, County: Alborg, Locarion no.: 100206, SB nr",0,0.5135135135135135,2.4077164177872418e-5,7.290778654826252e-17,9.343299859936522e-8,1,NA,NA,NA,NA,5,1,15160,26,5
"Der frühe nordische Greiftierstil. Studien zu einer stilistischen, räumlichen und chronologischen Gliederung. Offa, 61/62",0,NA,2.2762090500174994e-5,0.002547104790741183,0,0,NA,NA,NA,NA,6,1,5530,27,6
helmbrecht2004a,0,NA,2.2762090500174994e-5,1.9559052157705577e-5,0,0,,2004/05,F2,misc,6,1,5529,27,6
"Der frühe nordische greitierstil: studien zu einer stilistischen, räumlichen und chronologischen gliederung'",0,NA,2.2762090500174994e-5,0.002469954124738988,0,0,NA,NA,NA,NA,6,1,5528,22,6
Wirkmächtige Kommunikationsmedien: Menschenbilder der Vendel-und Wikingerzeit und ihre Kontexte,0,0.31521739130434784,2.5714802324822023e-5,7.290778654826252e-17,1.2340648501279693e-5,1,NA,NA,NA,NA,4,1,19332,16,4
Menschenbilder der Vendel-und Wikingerzeit und ihre Kontexte (Acta Archaeologica Lundensia Series prima in 4 o,0,0.5060240963855421,2.9855789735758523e-5,7.290778654826252e-17,6.418363085991305e-7,1,NA,NA,NA,NA,5,1,12029,6,5
"Wirkmächtige Kommunikationsmedien: Menschenbilder der Vendel-und Wikingerzeit und ihre Kontexte, Acta archaeologica Lundensia Series Prima in 4 o",0,0.36,2.739534912941667e-5,7.290778654826252e-17,8.181466959884216e-7,1,NA,NA,NA,NA,4,1,12716,59,4
"Wirkmächtige Kommunikationsmedien -Menschenbilder der Vendel-und Wikingerzeit und ihre Kontexte. Acta Archaeologica Lundensia, Series Prima in Quarto 30",0,NA,2.2762090500174994e-5,2.8760352569108903e-7,0,0,NA,NA,NA,NA,6,1,5527,43,6
"Wirkungsmächtige Kommunikationsmedien: Menschenbilder der Vendel-und Wikingerzeit und ihre Kontexte. Acta Archaeologica Lundensia, Series Prima in 4° 30",0,NA,2.2762090500174994e-5,1.2842022503992484e-4,0,0,NA,NA,NA,NA,6,1,5526,43,6
A winged figure from Uppåkra,2.975892359715821e-5,0.5925925925925926,1.8105735468897734e-4,4.3803972714675414e-4,3.0517643992745876e-7,10,NA,NA,NA,NA,5,1,14859,43,5
helmbrechtnd,0,NA,2.2762090500174994e-5,1.1322542774981307e-4,0,0,,Michaela 013,F2,article,6,1,5525,13,6
helmbrechtnda,0,NA,2.2762090500174994e-5,0.0024699541247389864,0,0,,,F2,misc,6,1,5524,22,6
Fiches descriptives pour les relevés d'ensembles osseux animaux,0,0.22245322245322247,2.7854331549581766e-5,7.290778654826252e-17,2.1894125855196064e-6,1,NA,NA,NA,NA,4,1,18471,19,4
helmignd,0,0.5076923076923077,2.9902490108702814e-5,7.290778654826252e-17,2.117499988378408e-6,1,,,F2,misc,5,1,13337,20,5
He Chronicle of the Slavs,0,NA,2.2762090500174994e-5,2.305775362408335e-5,0,0,NA,NA,NA,NA,6,1,5523,27,6
"Ulysses' Sail: An Ethnographic Odyssey of Power, Knowledge, and Geographical Distance",2.2248195401196306e-8,0.33506493506493507,3.102091924524701e-5,0.0014818093406639408,5.873228039811232e-6,2,NA,NA,NA,NA,4,1,15819,14,4
"Sail: An Ethnographic Odyssey of Power, Knowledge and Geographical Distance",0,0.21565495207667731,2.8522909371490127e-5,7.290778654826252e-17,1.0268467335677027e-6,1,NA,NA,NA,NA,4,1,17545,54,4
"Craft and the Kingly Ideal: Art, Trade, and Power",3.0391201344686018e-5,0.23227247347850363,3.678173811656215e-5,0.0014894272043436494,6.900074773378935e-6,3,NA,NA,NA,NA,4,1,17544,14,4
Craft and the Kingly Ideal,0,NA,2.2762090500174994e-5,2.453128472987551e-4,0,0,NA,NA,NA,NA,6,1,5522,37,6
Ship grave hall passage. The Oseberg monument as compound meaning,0,NA,2.2762090500174994e-5,4.2278468464929925e-5,0,0,NA,NA,NA,NA,6,1,5521,37,6
Essay on Objects: Interpretations of Distance Made Tangible,0,NA,2.2762090500174994e-5,1.0714734305188515e-4,0,0,NA,NA,NA,NA,6,1,5520,47,6
Blues for a Blue Planet: Narratives of Climate Change and the Anthropocene in Non-Fiction Books,0,0.5217391304347826,2.491531083539316e-5,7.290778654826252e-17,7.703571550975996e-7,1,NA,NA,NA,NA,5,1,13838,21,5
The Shore Connection. Cognitive Landscape and the Communication with Rock Carvings in Northernmost Europe,0,NA,2.2762090500174994e-5,9.404696658220032e-5,0,0,NA,NA,NA,NA,6,1,5519,37,6
"The Actual Shoreline as a Liminal Zone in the Interpretation of Rock Art of Alta, Finnmark, North Norway",0,NA,2.2762090500174994e-5,9.404696658220117e-5,0,0,NA,NA,NA,NA,6,1,5518,37,6
Skaftfurekøller i Hedmarket multiredskap,0,0.6,2.3311974686468696e-5,7.290778654826252e-17,3.2234814623326443e-6,1,NA,NA,NA,NA,5,1,12162,3,5
hemmendoff1983,0,0.2002551020408163,2.899867242616232e-5,7.290778654826252e-17,3.1105552078599576e-6,1,,1983,F2,incollection,4,1,17297,42,4
"Fornlämningarna 267 och 272, stensättningar, samt 307 gravfält och verkstadsplats, yngre järnålder bäckby",0,0.5555555555555556,2.5117221679456493e-5,7.290778654826252e-17,3.3933596856233655e-7,1,NA,NA,NA,NA,5,1,11049,7,5
"Ett innslag i jarnalderens gravritualer, belyst av ett fynd i bollstanäs",0,NA,2.2762090500174994e-5,2.337689650354079e-5,0,0,NA,NA,NA,NA,6,1,5517,34,6
Långsiktigt hållbara lokaliseringar,0,NA,2.2762090500174994e-5,9.585442111784258e-5,0,0,NA,NA,NA,NA,6,1,5516,19,6
A Genomic Island Linked to Ecotype Divergence in Atlantic Cod,0,NA,2.2762090500174994e-5,0.0014919915130236342,0,0,NA,NA,NA,NA,6,1,5515,35,6
hemstok1995,0,0.52,2.4133618765757085e-5,7.290778654826252e-17,8.244748993703853e-7,1,,1995,F2,misc,5,1,12614,62,5
A gaming board of the Viking Age,0,NA,2.2762090500174994e-5,3.605137092480967e-4,0,0,NA,NA,NA,NA,6,1,5514,13,6
The Games of High-Status Children in Ancient Societies,0,NA,2.2762090500174994e-5,3.605137092480839e-4,0,0,NA,NA,NA,NA,6,1,5513,13,6
Lagore Crannog: An Irish Royal Residence of the Seventh to Tenth Centuries Ad,0,0.20539948923750456,3.634567839019882e-5,7.290778654826252e-17,6.156225598229507e-7,1,NA,NA,NA,NA,4,1,18296,9,4
Det skjulte kjønn: patriarkal tradisjon og feministisk visjon i arkeologien belyst med fokus på en jernalderkonteks,0,NA,2.2762090500174994e-5,0.0014440739595998839,0,0,NA,NA,NA,NA,6,1,5512,1,6
The Science and Archaeology of Materials: An investigation of inorganic materials,0,0.31521739130434784,2.5714802324822023e-5,7.290778654826252e-17,1.2340648501279693e-5,1,NA,NA,NA,NA,4,1,19331,16,4
The Art of the Picts. Sculpture and Metalwork in Early Medieval Scotland,0,0.5454545454545454,2.3440724147439898e-5,7.290778654826252e-17,7.321629159425016e-7,1,NA,NA,NA,NA,5,1,14829,43,5
"The Use of Oxygen, Strontium and Lead Isotopes to Provenance Ancient Glasses in the Middle East",0,0.55,2.5060176830734602e-5,7.290778654826252e-17,5.765157748366929e-5,2,NA,NA,NA,NA,5,1,15415,16,5
"Preventing Plunder: Military Technology, Capital Accumulation, and Economic Growth",0,NA,2.2762090500174994e-5,0.002672682394465613,0,0,NA,NA,NA,NA,6,1,5511,11,6
heng2009,0,0.3620689655172414,2.7348305343072854e-5,7.290778654826252e-17,8.225020994351878e-6,1,,2009,F2,incollection,4,1,15541,20,4
Oral Tradition and Chronology,0,0.6,2.5511511431643495e-5,7.290778654826252e-17,6.178682298814417e-7,1,NA,NA,NA,NA,5,1,11133,40,5
Björkö energiprojekt. slutrapport avseende geovetenskapliga undersökningar 2000-2004. 2: a upplagan,0,NA,2.2762090500174994e-5,1.4688025784547257e-4,0,0,NA,NA,NA,NA,6,1,5510,58,6
hennessy1998,0,0.40350877192982454,2.334881759310817e-5,7.290778654826252e-17,1.948329084269414e-5,1,,1998,F2,article,5,1,15748,10,5
hennessy1998a,0,0.40350877192982454,2.334881759310817e-5,7.290778654826252e-17,1.948329084269414e-5,1,,1998,F2,article,5,1,15747,10,5
"Chronicum Scotorum: A Chronicle of Irish Affairs, from the Earliest Times to ad 1135",0,0.5,2.9345574677642795e-5,7.290778654826252e-17,2.7842431889011134e-6,1,NA,NA,NA,NA,5,1,14573,9,5
Chronicon Scotorum: a chronicle of Irish affairs,0,0.2501867064973861,2.975248142239593e-5,7.290778654826252e-17,5.388630121634506e-6,1,NA,NA,NA,NA,4,1,18648,10,4
Gefangenenfesseln im Slawischen Siedlungsraum und der Europäische Sklavenhandel im 6.-12. Jahrhundert,0,0.5238095238095238,2.544130414078641e-5,7.290778654826252e-17,8.77081176050746e-7,1,NA,NA,NA,NA,5,1,10901,24,5
Zur Burgengeschichte im 10. Jahrhundert. Neue archäologische und dendrochronologische Daten zu Anlagen vom Typ Tornow,0,NA,2.2762090500174994e-5,0.942417185751524,0,0,NA,NA,NA,NA,3,1,5509,4,3
Archäologische Forschungen an Ringwällen in Niederungslage: die Niederlausitz als Burgenlandschaft des östlichen Mitteleuropas im frühen Mittelalter,0,NA,2.2762090500174994e-5,0.942417185751524,0,0,NA,NA,NA,NA,3,1,5508,4,3
"Der slawische Siedlungsraum und die ottonische Expansion östlich der Elbe. Ereignisgeschichte, Archäologie, Dendrochronologie. Europa im 10. Jahrhundert",0,0.3953488372093023,2.874791997907452e-5,7.290778654826252e-17,6.737390263178673e-6,1,NA,NA,NA,NA,5,1,13270,48,5
Der slawische Siedlungsraum und die ottonische Expansion dstlich der Elbe: Ereignisgeschichte -Archaologie -Dendrochronologie,0,NA,2.2762090500174994e-5,6.898114339437997e-5,0,0,NA,NA,NA,NA,6,1,5507,11,6
"Der slawische Siedlungsraum und die ottonische Expansion östlich der Elbe. Ereignisgeschichte, Archäologie, Dendrochronologie",0,NA,2.2762090500174994e-5,0.0013877109472335588,0,0,NA,NA,NA,NA,6,1,5506,48,6
Early European Towns: The Way of the Economy in the Frankish Area Between Dynamism and Deceleration 500-1000 Ad,0,0.52,2.5281800983450177e-5,7.290778654826252e-17,8.784644889812596e-6,1,NA,NA,NA,NA,5,1,14462,24,5
henning2007a,0,0.52,2.5281800983450177e-5,7.290778654826252e-17,8.784644889812596e-6,1,,2007,F2,misc,5,1,14461,24,5
henning2007b,0,0.52,2.5281800983450177e-5,7.290778654826252e-17,8.784644889812596e-6,1,,2007,F2,misc,5,1,14460,24,5
henning2007c,0,0.52,2.5281800983450177e-5,7.290778654826252e-17,8.784644889812596e-6,1,,2007,F2,misc,5,1,14459,24,5
"PostRoman Towns, Trade and Settlement in Europe and Byzan tium: The Heirs of the Roman West",0,NA,2.2762090500174994e-5,0.0012910257475365033,0,0,NA,NA,NA,NA,6,1,5505,45,6
"Strong Rulers, Weak Economy? Rome, the Carolingians, and the Archaeology of Slavery in the First Millennium AD",3.0988557880237703e-7,0.5217391304347826,2.7961014624061597e-5,1.355952960540752e-4,9.661726065863343e-6,2,NA,NA,NA,NA,5,1,14458,24,5
Dirhams for Slaves: Investigating the Slavic Slave Trade in the Tenth Century'. Paper presented at All Souls,0,NA,2.2762090500174994e-5,1.3559529605407393e-4,0,0,NA,NA,NA,NA,6,1,5504,13,6
Das Kastell contra Magadaburg von 806 AD und die karolingischen Kastelle an der Elbe-Saale-Grenze -Ausgrabungen auf dem Weinberg von Hohenwarthe,0,NA,2.2762090500174994e-5,0.9424171857515237,0,0,NA,NA,NA,NA,3,1,5503,4,3
Das karolingische Oppidum Büraburg: Archäologische und mikromorphologische Studien zur Funktion einer frühmittelalterlichen Bergbefestigung in Nordhessen,0,NA,2.2762090500174994e-5,0.942417185751524,0,0,NA,NA,NA,NA,3,1,5502,4,3
Gefangenenfesseln,0,0.5238095238095238,2.544130414078641e-5,7.290778654826252e-17,8.77081176050746e-7,1,NA,NA,NA,NA,5,1,10900,24,5
Strong Rulers,0,NA,2.2762090500174994e-5,1.3559529605407187e-4,0,0,NA,NA,NA,NA,6,1,5501,13,6
En karbon-datert strandforskyvningskurve fra søndre vestfold,0,0.3382352941176471,2.725573765260933e-5,7.290778654826252e-17,9.322445063227507e-7,1,NA,NA,NA,NA,4,1,15482,41,4
