"round","edges_removed","n_components","modularity"
3511,3511,77,0.731787294665985
3512,3512,77,0.731824781065089
3513,3513,77,0.731862270338263
3514,3514,77,0.731899762485504
3515,3515,77,0.731937257506806
3516,3516,77,0.731974755402164
3517,3517,77,0.732012256171574
3518,3518,77,0.732049759815028
3519,3519,77,0.732087266332523
3520,3520,77,0.732124775724053
3521,3521,77,0.732162287989611
3522,3522,77,0.732199803129191
3523,3523,77,0.732237321142787
3524,3524,77,0.732274842030391
3525,3525,77,0.732312365791999
3526,3526,77,0.732349892427602
3527,3527,77,0.732387421937192
3528,3528,77,0.732424954320764
3529,3529,77,0.732462489578309
3530,3530,77,0.732500027709818
3531,3531,77,0.732537568715284
3532,3532,77,0.7325751125947
3533,3533,77,0.732612659348055
3534,3534,77,0.732650208975341
3535,3535,77,0.732687761476551
3536,3536,77,0.732725316851674
3537,3537,77,0.732762875100702
3538,3538,77,0.732800436223623
3539,3539,77,0.732838000220429
3540,3540,77,0.732875567091111
3541,3541,77,0.732913136835657
3542,3542,77,0.732950709454057
3543,3543,77,0.732988284946301
3544,3544,77,0.733025863312377
3545,3545,77,0.733063444552276
3546,3546,77,0.733101028665985
3547,3547,77,0.733138615653494
3548,3548,77,0.73317620551479
3549,3549,77,0.733213798249862
3550,3550,77,0.733251393858696
3551,3551,77,0.733288992341282
3552,3552,77,0.733326593697607
3553,3553,77,0.733364197927658
3554,3554,77,0.733401805031421
3555,3555,77,0.733439415008885
3556,3556,77,0.733477027860036
3557,3557,77,0.733514643584858
3558,3558,77,0.733552262183341
3559,3559,77,0.733589883655467
3560,3560,77,0.733627508001225
3561,3561,77,0.7336651352206
3562,3562,77,0.733702765313576
3563,3563,77,0.73374039828014
3564,3564,77,0.733778034120274
3565,3565,77,0.733815672833966
3566,3566,77,0.733853314421198
3567,3567,77,0.733890958881957
3568,3568,77,0.733928606216224
3569,3569,77,0.733966256423984
3570,3570,77,0.734003909505221
3571,3571,77,0.734041565459918
3572,3572,77,0.734079224288059
3573,3573,77,0.734116885989626
3574,3574,77,0.734154550564602
3575,3575,77,0.73419221801297
3576,3576,77,0.734229888334712
3577,3577,77,0.73426756152981
3578,3578,77,0.734305237598247
3579,3579,77,0.734342916540002
3580,3580,77,0.734380598355059
3581,3581,77,0.734418283043398
3582,3582,77,0.734455970605001
3583,3583,77,0.734493661039848
3584,3584,77,0.734531354347919
3585,3585,77,0.734569050529197
3586,3586,77,0.734606749583659
3587,3587,77,0.734644451511285
3588,3588,77,0.734682156312058
3589,3589,77,0.734719863985955
3590,3590,77,0.734757574532955
3591,3591,77,0.734795287953039
3592,3592,77,0.734833004246183
3593,3593,77,0.734870723412367
3594,3594,77,0.734908445451571
3595,3595,77,0.734946170363771
3596,3596,77,0.734983898148946
3597,3597,77,0.735021628807074
3598,3598,77,0.735059362338131
3599,3599,77,0.735097098742096
3600,3600,77,0.735134838018945
3601,3601,77,0.735172580168655
3602,3602,77,0.735210325191203
3603,3603,77,0.735248073086566
3604,3604,77,0.735285823854718
3605,3605,77,0.735323577495637
3606,3606,77,0.735361334009298
3607,3607,77,0.735399093395677
3608,3608,77,0.735436855654749
3609,3609,77,0.735474620786488
3610,3610,77,0.735512388790871
3611,3611,77,0.73555015966787
3612,3612,77,0.735587933417463
3613,3613,77,0.735625710039621
3614,3614,77,0.735663489534319
3615,3615,77,0.735701271901531
3616,3616,77,0.73573905714123
3617,3617,78,0.768107172781741
3618,3618,78,0.768144685680757
3619,3619,78,0.768182200976916
3620,3620,78,0.76821971866998
3621,3621,78,0.768257238759711
3622,3622,78,0.768294761245871
3623,3623,78,0.768332286128217
3624,3624,78,0.768369813406511
3625,3625,78,0.768407343080513
3626,3626,78,0.768444875149983
3627,3627,78,0.768482409614679
3628,3628,78,0.76851994647436
3629,3629,78,0.768557485728786
3630,3630,78,0.768595027377714
3631,3631,78,0.768632571420902
3632,3632,78,0.768670117858107
3633,3633,78,0.768707666689088
3634,3634,78,0.768745217913601
3635,3635,78,0.768782771531402
3636,3636,78,0.768820327542248
3637,3637,78,0.768857885945896
3638,3638,78,0.768895446742098
3639,3639,78,0.768933009930614
3640,3640,78,0.768970575511196
3641,3641,78,0.769008143483599
3642,3642,78,0.769045713847578
3643,3643,78,0.769083286602888
3644,3644,78,0.76912086174928
3645,3645,78,0.76915843928651
3646,3646,79,0.774995433565304
3647,3647,79,0.775032950779335
3648,3648,79,0.775070470293124
3649,3649,79,0.775107992106386
3650,3650,79,0.77514551621883
3651,3651,79,0.77518304263017
3652,3652,79,0.775220571340117
3653,3653,79,0.775258102348382
3654,3654,79,0.775295635654673
3655,3655,79,0.775333171258703
3656,3656,79,0.775370709160181
3657,3657,79,0.775408249358816
3658,3658,79,0.775445791854318
3659,3659,79,0.775483336646396
3660,3660,79,0.775520883734758
3661,3661,80,0.776498631068952
3662,3662,80,0.776536171630154
3663,3663,80,0.776573714471912
3664,3664,80,0.776611259593927
3665,3665,80,0.776648806995898
3666,3666,80,0.776686356677526
3667,3667,80,0.77672390863851
3668,3668,80,0.776761462878549
3669,3669,80,0.776799019397343
3670,3670,80,0.776836578194588
3671,3671,80,0.776874139269983
3672,3672,80,0.776911702623227
3673,3673,80,0.776949268254017
3674,3674,80,0.77698683616205
3675,3675,80,0.777024406347021
3676,3676,80,0.777061978808627
3677,3677,80,0.777099553546565
3678,3678,80,0.77713713056053
3679,3679,80,0.777174709850217
3680,3680,80,0.777212291415321
3681,3681,80,0.777249875255536
3682,3682,80,0.777287461370558
3683,3683,80,0.777325049760079
3684,3684,80,0.777362640423793
3685,3685,80,0.777400233361393
3686,3686,80,0.777437828572571
3687,3687,80,0.77747542605702
3688,3688,80,0.777513025814434
3689,3689,80,0.777550627844501
3690,3690,80,0.777588232146915
3691,3691,80,0.777625838721366
3692,3692,80,0.777663447567543
3693,3693,80,0.77770105868514
3694,3694,80,0.777738672073845
3695,3695,80,0.777776287733345
3696,3696,80,0.777813905663334
3697,3697,80,0.777851525863496
3698,3698,80,0.777889148333522
3699,3699,80,0.777926773073099
3700,3700,80,0.777964400081916
3701,3701,80,0.778002029359661
3702,3702,80,0.778039660906018
3703,3703,80,0.778077294720676
3704,3704,80,0.77811493080332
3705,3705,80,0.778152569153636
3706,3706,80,0.778190209771311
3707,3707,80,0.778227852656028
3708,3708,80,0.778265497807474
3709,3709,80,0.778303145225332
3710,3710,80,0.778340794909286
3711,3711,80,0.778378446859021
3712,3712,80,0.778416101074219
3713,3713,80,0.778453757554563
3714,3714,80,0.778491416299737
3715,3715,80,0.778529077309422
3716,3716,80,0.7785667405833
3717,3717,80,0.778604406121053
3718,3718,80,0.778642073922362
3719,3719,81,0.780478891442144
3720,3720,81,0.78051653951559
3721,3721,81,0.780554189822055
3722,3722,81,0.780591842361208
3723,3723,81,0.780629497132711
3724,3724,81,0.780667154136232
3725,3725,81,0.780704813371439
3726,3726,81,0.780742474837993
3727,3727,81,0.780780138535562
3728,3728,81,0.780817804463809
3729,3729,81,0.780855472622398
3730,3730,81,0.780893143010993
3731,3731,81,0.780930815629258
3732,3732,81,0.780968490476855
3733,3733,81,0.781006167553447
3734,3734,81,0.781043846858697
3735,3735,81,0.781081528392266
3736,3736,81,0.781119212153815
3737,3737,81,0.781156898143006
3738,3738,81,0.781194586359501
3739,3739,81,0.781232276802957
3740,3740,81,0.781269969473036
3741,3741,81,0.781307664369398
3742,3742,81,0.781345361491701
3743,3743,81,0.781383060839605
3744,3744,81,0.781420762412767
3745,3745,81,0.781458466210846
3746,3746,81,0.781496172233501
3747,3747,81,0.781533880480388
3748,3748,81,0.781571590951164
3749,3749,81,0.781609303645486
3750,3750,81,0.781647018563009
3751,3751,81,0.781684735703389
3752,3752,81,0.781722455066283
3753,3753,81,0.781760176651344
3754,3754,81,0.78179790045823
3755,3755,81,0.781835626486591
3756,3756,81,0.781873354736084
3757,3757,81,0.781911085206361
3758,3758,81,0.781948817897076
3759,3759,81,0.781986552807882
3760,3760,81,0.78202428993843
3761,3761,81,0.782062029288373
3762,3762,81,0.782099770857362
3763,3763,81,0.78213751464505
3764,3764,81,0.782175260651086
3765,3765,81,0.782213008875121
3766,3766,81,0.782250759316805
3767,3767,81,0.782288511975789
3768,3768,81,0.78232626685172
3769,3769,81,0.782364023944248
3770,3770,81,0.782401783253023
3771,3771,81,0.78243954477769
3772,3772,81,0.782477308517901
3773,3773,81,0.7825150744733
3774,3774,81,0.782552842643535
3775,3775,81,0.782590613028253
3776,3776,81,0.782628385627099
3777,3777,81,0.782666160439721
3778,3778,81,0.782703937465763
3779,3779,81,0.78274171670487
3780,3780,81,0.782779498156688
3781,3781,81,0.782817281820859
3782,3782,81,0.782855067697029
3783,3783,81,0.782892855784842
3784,3784,81,0.782930646083939
3785,3785,81,0.782968438593965
3786,3786,81,0.783006233314559
3787,3787,82,0.789832331973398
3788,3788,82,0.789870012247547
3789,3789,82,0.789907694609947
3790,3790,82,0.789945379060188
3791,3791,82,0.789983065597856
3792,3792,82,0.790020754222539
3793,3793,82,0.790058444933823
3794,3794,82,0.790096137731295
3795,3795,82,0.790133832614542
3796,3796,82,0.790171529583148
3797,3797,82,0.790209228636698
3798,3798,82,0.790246929774777
3799,3799,82,0.790284632996971
3800,3800,82,0.790322338302862
3801,3801,82,0.790360045692034
3802,3802,82,0.79039775516407
3803,3803,82,0.790435466718552
3804,3804,82,0.790473180355064
3805,3805,82,0.790510896073187
3806,3806,82,0.790548613872502
3807,3807,82,0.790586333752589
3808,3808,82,0.79062405571303
3809,3809,82,0.790661779753406
3810,3810,82,0.790699505873294
3811,3811,82,0.790737234072275
3812,3812,82,0.790774964349929
3813,3813,82,0.790812696705832
3814,3814,82,0.790850431139563
3815,3815,83,0.793206976456961
3816,3816,83,0.793244670882553
3817,3817,83,0.793282367342013
3818,3818,83,0.793320065834899
3819,3819,83,0.793357766360769
3820,3820,83,0.793395468919179
3821,3821,83,0.793433173509686
3822,3822,83,0.793470880131847
3823,3823,83,0.793508588785216
3824,3824,83,0.793546299469348
3825,3825,83,0.793584012183799
3826,3826,83,0.793621726928124
3827,3827,83,0.793659443701876
3828,3828,83,0.793697162504608
3829,3829,83,0.793734883335875
3830,3830,83,0.793772606195227
3831,3831,83,0.793810331082216
3832,3832,83,0.793848057996398
3833,3833,83,0.79388578693732
3834,3834,83,0.793923517904535
3835,3835,83,0.793961250897593
3836,3836,83,0.793998985916043
3837,3837,83,0.794036722959436
3838,3838,83,0.79407446202732
3839,3839,83,0.794112203119246
3840,3840,83,0.794149946234759
3841,3841,83,0.79418769137341
3842,3842,83,0.794225438534744
3843,3843,83,0.794263187718308
3844,3844,83,0.794300938923652
3845,3845,83,0.794338692150317
3846,3846,83,0.794376447397852
3847,3847,83,0.794414204665802
3848,3848,83,0.794451963953711
3849,3849,83,0.794489725261123
3850,3850,83,0.794527488587582
3851,3851,84,0.800307391870817
3852,3852,84,0.800345030684646
3853,3853,84,0.800382671403865
3854,3854,84,0.800420314027969
3855,3855,84,0.800457958556451
3856,3856,84,0.800495604988804
3857,3857,85,0.802049016533195
3858,3858,85,0.802086631564309
3859,3859,85,0.802124248467703
3860,3860,85,0.802161867242857
3861,3861,85,0.802199487889246
3862,3862,85,0.802237110406349
3863,3863,85,0.802274734793642
3864,3864,85,0.8023123610506
3865,3865,85,0.802349989176701
3866,3866,85,0.802387619171418
3867,3867,85,0.802425251034227
3868,3868,85,0.802462884764601
3869,3869,85,0.802500520362015
3870,3870,85,0.802538157825942
3871,3871,85,0.802575797155854
3872,3872,85,0.802613438351226
3873,3873,85,0.802651081411526
3874,3874,85,0.802688726336228
3875,3875,85,0.802726373124802
3876,3876,85,0.802764021776719
3877,3877,85,0.802801672291449
3878,3878,85,0.80283932466846
3879,3879,85,0.802876978907223
3880,3880,85,0.802914635007206
3881,3881,85,0.802952292967876
3882,3882,85,0.802989952788701
3883,3883,85,0.80302761446915
3884,3884,86,0.807286054721101
3885,3885,86,0.807323610961134
3886,3886,86,0.807361168971652
3887,3887,86,0.807398728752083
3888,3888,86,0.807436290301853
3889,3889,86,0.80747385362039
3890,3890,86,0.807511418707119
3891,3891,86,0.807548985561466
3892,3892,86,0.807586554182856
3893,3893,86,0.807624124570714
3894,3894,86,0.807661696724465
3895,3895,86,0.807699270643532
3896,3896,86,0.807736846327338
3897,3897,86,0.807774423775306
3898,3898,86,0.807812002986859
3899,3899,86,0.807849583961416
3900,3900,86,0.807887166698402
3901,3901,86,0.807924751197236
3902,3902,86,0.807962337457339
3903,3903,86,0.807999925478127
3904,3904,86,0.808037515259025
3905,3905,86,0.808075106799448
3906,3906,86,0.808112700098815
3907,3907,86,0.808150295156545
3908,3908,86,0.808187891972052
3909,3909,86,0.808225490544755
3910,3910,86,0.808263090874072
3911,3911,86,0.808300692959415
3912,3912,86,0.808338296800201
3913,3913,86,0.808375902395846
3914,3914,86,0.808413509745762
3915,3915,86,0.808451118849364
3916,3916,86,0.808488729706064
3917,3917,86,0.808526342315276
3918,3918,86,0.808563956676411
3919,3919,86,0.808601572788882
3920,3920,86,0.8086391906521
3921,3921,86,0.808676810265473
3922,3922,86,0.808714431628415
3923,3923,86,0.808752054740333
3924,3924,86,0.808789679600638
3925,3925,86,0.808827306208738
3926,3926,86,0.80886493456404
3927,3927,86,0.808902564665953
3928,3928,86,0.808940196513883
3929,3929,86,0.808977830107237
3930,3930,86,0.809015465445422
3931,3931,86,0.809053102527843
3932,3932,86,0.809090741353904
3933,3933,86,0.809128381923011
3934,3934,87,0.818113910208409
3935,3935,87,0.818151270308951
3936,3936,87,0.818188631947277
3937,3937,87,0.818225995122703
3938,3938,87,0.818263359834545
3939,3939,87,0.818300726082118
3940,3940,87,0.818338093864736
3941,3941,87,0.818375463181713
3942,3942,87,0.818412834032362
3943,3943,87,0.818450206415997
3944,3944,87,0.818487580331931
3945,3945,87,0.818524955779474
3946,3946,87,0.818562332757939
3947,3947,87,0.818599711266634
3948,3948,87,0.818637091304871
3949,3949,87,0.81867447287196
3950,3950,87,0.818711855967209
3951,3951,87,0.818749240589928
3952,3952,87,0.818786626739421
3953,3953,87,0.818824014414999
3954,3954,87,0.818861403615968
3955,3955,87,0.818898794341634
3956,3956,87,0.818936186591302
3957,3957,87,0.818973580364278
3958,3958,87,0.819010975659866
3959,3959,87,0.819048372477371
3960,3960,87,0.819085770816095
3961,3961,87,0.819123170675341
3962,3962,87,0.819160572054412
3963,3963,87,0.819197974952609
3964,3964,87,0.819235379369235
3965,3965,87,0.819272785303588
3966,3966,87,0.81931019275497
3967,3967,87,0.819347601722678
3968,3968,87,0.819385012206014
3969,3969,87,0.819422424204275
3970,3970,87,0.81945983771676
3971,3971,87,0.819497252742764
3972,3972,87,0.819534669281584
3973,3973,87,0.819572087332518
3974,3974,88,0.820993997994065
3975,3975,88,0.821031372724993
3976,3976,88,0.821068748933512
3977,3977,88,0.821106126618901
3978,3978,88,0.821143505780441
3979,3979,88,0.82118088641741
3980,3980,88,0.821218268529086
3981,3981,88,0.821255652114749
3982,3982,88,0.821293037173672
3983,3983,88,0.821330423705135
3984,3984,88,0.821367811708413
3985,3985,88,0.821405201182784
3986,3986,88,0.821442592127519
3987,3987,88,0.821479984541895
3988,3988,88,0.821517378425184
3989,3989,88,0.82155477377666
3990,3990,88,0.821592170595596
3991,3991,88,0.821629568881264
3992,3992,88,0.821666968632935
3993,3993,88,0.82170436984988
3994,3994,88,0.82174177253137
3995,3995,88,0.821779176676674
3996,3996,88,0.821816582285063
3997,3997,88,0.821853989355801
3998,3998,88,0.821891397888161
3999,3999,88,0.821928807881408
4000,4000,88,0.821966219334809
4001,4001,88,0.822003632247632
4002,4002,88,0.82204104661914
4003,4003,88,0.822078462448599
4004,4004,88,0.822115879735274
4005,4005,89,0.824442701628944
4006,4006,89,0.824480040401014
4007,4007,89,0.824517380572762
4008,4008,89,0.824554722143424
4009,4009,89,0.824592065112242
4010,4010,89,0.824629409478454
4011,4011,89,0.824666755241294
4012,4012,89,0.8247041024
4013,4013,89,0.824741450953808
4014,4014,89,0.824778800901951
4015,4015,89,0.824816152243666
4016,4016,89,0.824853504978187
4017,4017,89,0.824890859104746
4018,4018,89,0.824928214622577
4019,4019,89,0.824965571530912
4020,4020,89,0.825002929828981
4021,4021,89,0.825040289516017
4022,4022,89,0.82507765059125
4023,4023,89,0.825115013053909
4024,4024,89,0.825152376903223
4025,4025,89,0.825189742138423
4026,4026,89,0.825227108758735
4027,4027,89,0.825264476763385
4028,4028,89,0.825301846151604
4029,4029,89,0.825339216922614
4030,4030,89,0.825376589075643
4031,4031,89,0.825413962609914
4032,4032,89,0.825451337524655
4033,4033,89,0.825488713819086
4034,4034,89,0.825526091492433
4035,4035,89,0.825563470543915
4036,4036,89,0.825600850972758
4037,4037,89,0.825638232778181
4038,4038,89,0.825675615959406
4039,4039,89,0.825713000515653
4040,4040,89,0.82575038644614
4041,4041,89,0.825787773750088
4042,4042,89,0.825825162426713
4043,4043,89,0.825862552475235
4044,4044,89,0.825899943894869
4045,4045,89,0.825937336684834
4046,4046,89,0.825974730844345
4047,4047,89,0.826012126372616
4048,4048,89,0.826049523268863
4049,4049,89,0.826086921532299
4050,4050,89,0.82612432116214
4051,4051,89,0.826161722157596
4052,4052,89,0.82619912451788
4053,4053,89,0.826236528242204
4054,4054,89,0.826273933329778
4055,4055,89,0.826311339779815
4056,4056,89,0.826348747591523
4057,4057,89,0.82638615676411
4058,4058,89,0.826423567296786
4059,4059,89,0.826460979188759
4060,4060,89,0.826498392439238
4061,4061,89,0.826535807047426
4062,4062,89,0.826573223012532
4063,4063,89,0.82661064033376
4064,4064,89,0.826648059010316
4065,4065,89,0.826685479041403
4066,4066,89,0.826722900426225
4067,4067,89,0.826760323163987
4068,4068,89,0.826797747253888
4069,4069,89,0.826835172695133
4070,4070,89,0.826872599486921
4071,4071,89,0.826910027628453
4072,4072,89,0.826947457118931
4073,4073,89,0.82698488795755
4074,4074,89,0.827022320143512
4075,4075,90,0.83439190753851
4076,4076,90,0.834429034456352
4077,4077,90,0.834466162525228
4078,4078,90,0.834503291744251
4079,4079,90,0.834540422112535
4080,4080,90,0.834577553629194
4081,4081,90,0.834614686293341
4082,4082,90,0.834651820104088
4083,4083,90,0.834688955060545
4084,4084,90,0.834726091161822
4085,4085,90,0.834763228407032
4086,4086,90,0.834800366795282
4087,4087,90,0.83483750632568
4088,4088,90,0.834874646997337
4089,4089,90,0.834911788809358
4090,4090,90,0.83494893176085
4091,4091,90,0.83498607585092
4092,4092,90,0.835023221078671
4093,4093,90,0.835060367443211
4094,4094,90,0.835097514943641
4095,4095,90,0.835134663579066
4096,4096,90,0.835171813348589
4097,4097,90,0.835208964251312
4098,4098,90,0.835246116286333
4099,4099,90,0.835283269452757
4100,4100,90,0.835320423749682
4101,4101,90,0.835357579176207
4102,4102,90,0.835394735731432
4103,4103,90,0.835431893414454
4104,4104,90,0.835469052224372
4105,4105,90,0.83550621216028
4106,4106,90,0.835543373221275
4107,4107,90,0.835580535406452
4108,4108,90,0.835617698714909
4109,4109,90,0.835654863145735
4110,4110,90,0.835692028698026
4111,4111,90,0.835729195370874
4112,4112,90,0.835766363163371
4113,4113,90,0.835803532074609
4114,4114,90,0.835840702103678
4115,4115,90,0.835877873249668
4116,4116,90,0.835915045511668
4117,4117,90,0.835952218888766
4118,4118,90,0.835989393380051
4119,4119,90,0.836026568984612
4120,4120,90,0.836063745701531
4121,4121,90,0.836100923529898
4122,4122,90,0.836138102468796
4123,4123,90,0.836175282517309
4124,4124,90,0.836212463674524
4125,4125,90,0.836249645939521
4126,4126,90,0.836286829311383
4127,4127,90,0.836324013789194
4128,4128,90,0.836361199372033
4129,4129,90,0.836398386058981
4130,4130,90,0.836435573849118
4131,4131,90,0.836472762741522
4132,4132,90,0.836509952735273
4133,4133,91,0.843202888996588
4134,4134,91,0.843239759917842
4135,4135,91,0.843276631746945
4136,4136,91,0.843313504482893
4137,4137,91,0.843350378124682
4138,4138,91,0.843387252671304
4139,4139,91,0.843424128121754
4140,4140,91,0.843461004475025
4141,4141,91,0.84349788173011
4142,4142,91,0.843534759885999
4143,4143,91,0.843571638941684
4144,4144,91,0.843608518896154
4145,4145,91,0.843645399748399
4146,4146,91,0.843682281497406
4147,4147,91,0.843719164142166
4148,4148,91,0.843756047681662
4149,4149,91,0.843792932114884
4150,4150,91,0.843829817440817
4151,4151,91,0.843866703658443
4152,4152,91,0.843903590766749
4153,4153,91,0.843940478764719
4154,4154,91,0.843977367651334
4155,4155,91,0.844014257425576
4156,4156,91,0.844051148086428
4157,4157,91,0.844088039632869
4158,4158,91,0.84412493206388
4159,4159,91,0.844161825378439
4160,4160,91,0.844198719575525
4161,4161,91,0.844235614654117
4162,4162,92,0.847041151305545
4163,4163,92,0.847077906388958
4164,4164,92,0.847114662268567
4165,4165,92,0.847151418943309
4166,4166,92,0.847188176412127
4167,4167,92,0.847224934673959
4168,4168,92,0.847261693727742
4169,4169,92,0.847298453572413
4170,4170,92,0.847335214206911
4171,4171,92,0.84737197563017
4172,4172,92,0.847408737841124
4173,4173,93,0.848974555628468
4174,4174,93,0.849011238824233
4175,4175,93,0.849047922758274
4176,4176,93,0.849084607429501
4177,4177,93,0.849121292836828
4178,4178,93,0.849157978979167
4179,4179,93,0.849194665855427
4180,4180,93,0.849231353464517
4181,4181,93,0.849268041805348
4182,4182,93,0.849304730876827
4183,4183,93,0.849341420677862
4184,4184,93,0.849378111207358
4185,4185,93,0.849414802464223
4186,4186,94,0.851755051113051
4187,4187,94,0.851791617328193
4188,4188,94,0.851828184196024
4189,4189,94,0.851864751715419
4190,4190,94,0.851901319885249
4191,4191,94,0.851937888704385
4192,4192,94,0.851974458171698
4193,4193,94,0.852011028286059
4194,4194,94,0.852047599046336
4195,4195,94,0.852084170451398
4196,4196,94,0.852120742500112
4197,4197,94,0.852157315191345
4198,4198,94,0.852193888523963
4199,4199,94,0.85223046249683
4200,4200,94,0.852267037108812
4201,4201,94,0.852303612358771
4202,4202,94,0.852340188245573
4203,4203,94,0.852376764768077
4204,4204,94,0.852413341925145
4205,4205,94,0.852449919715638
4206,4206,94,0.852486498138415
4207,4207,94,0.852523077192336
4208,4208,94,0.852559656876257
4209,4209,94,0.852596237189036
4210,4210,94,0.852632818129531
4211,4211,94,0.852669399696596
4212,4212,94,0.852705981889087
4213,4213,94,0.852742564705859
4214,4214,94,0.852779148145761
4215,4215,94,0.852815732207649
4216,4216,94,0.852852316890376
4217,4217,94,0.85288890219279
4218,4218,94,0.852925488113742
4219,4219,94,0.852962074652082
4220,4220,94,0.852998661806657
4221,4221,94,0.853035249576317
4222,4222,94,0.853071837959907
4223,4223,94,0.853108426956273
4224,4224,94,0.853145016564262
4225,4225,94,0.853181606782719
4226,4226,94,0.853218197610486
4227,4227,94,0.853254789046404
4228,4228,94,0.853291381089319
4229,4229,94,0.853327973738071
4230,4230,94,0.853364566991501
4231,4231,94,0.853401160848447
4232,4232,94,0.85343775530775
4233,4233,94,0.853474350368245
4234,4234,95,0.859885662873199
4235,4235,95,0.859921864580031
4236,4236,95,0.859958066671402
4237,4237,95,0.859994269146055
4238,4238,95,0.860030472002736
4239,4239,95,0.860066675240189
4240,4240,95,0.86010287885716
4241,4241,95,0.86013908285239
4242,4242,95,0.860175287224623
4243,4243,95,0.860211491972599
4244,4244,95,0.860247697095059
4245,4245,95,0.860283902590741
4246,4246,95,0.860320108458386
4247,4247,95,0.860356314696731
4248,4248,95,0.860392521304513
4249,4249,95,0.860428728280467
4250,4250,95,0.860464935623331
4251,4251,95,0.860501143331836
4252,4252,95,0.860537351404719
4253,4253,95,0.860573559840711
4254,4254,96,0.861608101086338
4255,4255,96,0.861644246837812
4256,4256,97,0.862441476418648
4257,4257,97,0.862477573912579
4258,4258,97,0.862513671703153
4259,4259,97,0.862549769789072
4260,4260,97,0.862585868169038
4261,4261,97,0.862621966841751
4262,4262,97,0.862658065805915
4263,4263,97,0.862694165060224
4264,4264,97,0.862730264603378
4265,4265,97,0.862766364434077
4266,4266,97,0.862802464551014
4267,4267,97,0.862838564952888
4268,4268,97,0.86287466563839
4269,4269,97,0.862910766606216
4270,4270,97,0.86294686785506
4271,4271,97,0.862982969383614
4272,4272,97,0.863019071190568
4273,4273,97,0.863055173274613
4274,4274,97,0.863091275634438
4275,4275,97,0.863127378268732
4276,4276,97,0.863163481176184
4277,4277,97,0.86319958435548
4278,4278,97,0.863235687805305
4279,4279,97,0.863271791524345
4280,4280,97,0.863307895511286
4281,4281,97,0.863343999764809
4282,4282,97,0.863380104283597
4283,4283,97,0.863416209066332
4284,4284,97,0.863452314111694
4285,4285,97,0.863488419418365
4286,4286,97,0.863524524985021
4287,4287,97,0.863560630810343
4288,4288,97,0.863596736893006
4289,4289,97,0.863632843231687
4290,4290,97,0.863668949825062
4291,4291,97,0.863705056671805
4292,4292,97,0.863741163770589
4293,4293,97,0.863777271120088
4294,4294,97,0.863813378718973
4295,4295,97,0.863849486565915
4296,4296,97,0.863885594659584
4297,4297,97,0.863921702998652
4298,4298,97,0.863957811581783
4299,4299,97,0.863993920407646
4300,4300,97,0.864030029474909
4301,4301,97,0.864066138782236
4302,4302,97,0.864102248328292
4303,4303,97,0.864138358111742
4304,4304,97,0.864174468131247
4305,4305,97,0.86421057838547
4306,4306,97,0.864246688873073
4307,4307,97,0.864282799592716
4308,4308,97,0.864318910543056
4309,4309,97,0.864355021722754
4310,4310,97,0.864391133130467
4311,4311,97,0.864427244764852
4312,4312,97,0.864463356624564
4313,4313,97,0.864499468708258
4314,4314,97,0.864535581014587
4315,4315,97,0.864571693542207
4316,4316,97,0.864607806289768
4317,4317,97,0.864643919255921
4318,4318,97,0.864680032439317
4319,4319,97,0.864716145838605
4320,4320,97,0.864752259452435
4321,4321,98,0.868351004731305
4322,4322,98,0.868386868834378
4323,4323,98,0.868422733017947
4324,4324,98,0.868458597280608
4325,4325,98,0.86849446162095
4326,4326,98,0.86853032603756
4327,4327,98,0.868566190529029
4328,4328,98,0.868602055093944
4329,4329,98,0.86863791973089
4330,4330,98,0.868673784438453
4331,4331,98,0.868709649215217
4332,4332,98,0.868745514059766
4333,4333,98,0.868781378970682
4334,4334,98,0.868817243946549
4335,4335,98,0.868853108985946
4336,4336,98,0.868888974087453
4337,4337,98,0.868924839249649
4338,4338,98,0.868960704471112
4339,4339,98,0.868996569750419
4340,4340,98,0.869032435086145
4341,4341,98,0.869068300476865
4342,4342,98,0.869104165921156
4343,4343,98,0.86914003141759
4344,4344,98,0.869175896964738
4345,4345,98,0.869211762561172
4346,4346,98,0.869247628205463
4347,4347,98,0.869283493896179
4348,4348,98,0.869319359631891
4349,4349,98,0.869355225411164
4350,4350,98,0.869391091232566
4351,4351,98,0.869426957094662
4352,4352,98,0.869462822996018
4353,4353,98,0.869498688935197
4354,4354,98,0.869534554910761
4355,4355,98,0.869570420921274
4356,4356,98,0.869606286965295
4357,4357,98,0.869642153041383
4358,4358,98,0.869678019148101
4359,4359,98,0.869713885284004
4360,4360,98,0.869749751447649
4361,4361,98,0.869785617637594
4362,4362,98,0.869821483852393
4363,4363,98,0.869857350090602
4364,4364,98,0.869893216350772
4365,4365,98,0.869929082631456
4366,4366,98,0.869964948931205
4367,4367,98,0.870000815248572
4368,4368,98,0.870036681582104
4369,4369,98,0.87007254793035
4370,4370,98,0.870108414291858
4371,4371,98,0.870144280665175
4372,4372,98,0.870180147048845
4373,4373,98,0.870216013441415
4374,4374,98,0.870251879841427
4375,4375,98,0.870287746247425
4376,4376,98,0.87032361265795
4377,4377,98,0.870359479071543
4378,4378,98,0.870395345486743
4379,4379,98,0.870431211902091
4380,4380,98,0.870467078316124
4381,4381,98,0.870502944727379
4382,4382,98,0.870538811134392
4383,4383,98,0.870574677535699
