"round","from","to"
4573,"price2010","roesdahl1977"
4574,"bill2019","price2010"
4575,"kalmring2018","brink2008"
4576,"lund2013","skre1998"
4577,"fallgren2008","nielsen1997"
4578,"zachrisson2017","ljungkvist2008"
4579,"zachrisson2017","hallansstenholm2006"
4580,"christiansen2019","jouttijarvi2002"
4581,"poulsen2011","gullbekk2009"
4582,"zachrisson2017","graslund2012a"
4583,"fallgren2008","mikkelsen2003"
4584,"dobat2013","horsnaes2010"
4585,"lund2021","gullbekk2014"
4586,"pedersen2017","pedersen2010"
4587,"pedersen2017","stylegar2007"
4588,"pedersen2017","stromberg1961"
4589,"raffield2014","ilkjaer2002"
4590,"boyd2013","munch2003"
4591,"christiansen2019","drescher1983"
4592,"gullbekk2014","pedersen2019"
4593,"feveile2011","feveile2006"
4594,"ulriksen2018","ramskou1963"
4595,"burstrom2015","hardh1996"
4596,"sindbaek2011","watt2004a"
4597,"pedersen2017","mauss1924"
4598,"lund2015","rostad2012"
4599,"sindbaek2011","gustin2004"
4600,"aannestad2018","grahamcampbell2000"
4601,"lucas2007","of2002"
4602,"lund2021","skre2011a"
4603,"skre2011b","mccormick2001"
4604,"skre2011b","bately2007"
4605,"mannering2013","munch2003"
4606,"pedersen2017","callmer2007"
4607,"mannering2013","benderjorgensen1992"
4608,"gullbekk2014","hodges2012"
4609,"abrams2012","ljung2010"
4610,"sindbaek2011","hardh2008"
4611,"sindbaek2011","blackburn2008"
4612,"sindbaek2011","hodges1982"
4613,"moen2020","sawyer1993"
4614,"skre2011b","sindbaek2005"
4615,"pedersen2017","hardh1996"
4616,"pedersen2017","samson1991a"
4617,"pedersen2017","feveile2002b"
4618,"kalmring2018","merkel2016"
4619,"holst2013","bonde1982"
4620,"fabech2013","lindqvist1941"
4621,"fabech2013","zachrisson2004"
4622,"fabech2013","graslund2001"
4623,"fredriksen2014","herschend2009"
4624,"lund2017","jorgensen2003"
4625,"lund2016","christensen2007"
4626,"andren2013","lund2009"
4627,"andren2013","pedersen2006"
4628,"fabech2013","andersson2008"
4629,"fabech2013","jensen2004"
4630,"fabech2013","andren2004"
4631,"fabech2013","bradley2000"
4632,"lund2016","jorgensen2003"
4633,"fabech2013","hedeager2001"
4634,"borake2018","fabech1998"
4635,"borake2018","pedersen2003"
4636,"jessen2016","olsen1966"
4637,"christiansen2019","orsnes1966"
4638,"lund2005","lund2017"
4639,"pedersen2006","nielsen1986"
4640,"lund2004","lund2017"
4641,"christiansen2019","fabech1998"
4642,"christiansen2019","jorgensen1995"
4643,"christiansen2019","hines1997"
4644,"lund2005","jorgensen1991"
4645,"christiansen2019","maixner2005"
4646,"price2014","price2001"
4647,"holst2014","dobat2008"
4648,"borake2018","nasstrom2001"
4649,"andren2013","soderberg2005"
4650,"price2010","ramskou1976"
4651,"hillerdal2010","fabech1999"
4652,"holst2014","bemmann1998"
4653,"dobat2013","andersen2010"
4654,"dobat2013","nielsen2005"
4655,"holst2014","sindbaek2008"
4656,"lund2021","hardh2010"
4657,"fabech2013","nielsen1997"
4658,"fabech2013","sorensen1991"
4659,"fallgren2008","myhre2002"
4660,"fabech2013","simek1993"
4661,"lund2010","fabech1991"
4662,"holst2014","jorgensen1995"
4663,"holst2014","norgard1999"
4664,"holst2014","norgardjorgensen1999"
4665,"lund2015","jorgensen2008"
4666,"andren2013","jorgensen2009"
4667,"lund2005","vikstrand2004"
4668,"jessen2016","jorgensen1966"
4669,"jessen2016","mcnicol1997"
4670,"lund2016","brunstedt1996"
4671,"jessen2016","graslund1992"
4672,"hillerdal2010","fowler2004"
4673,"lund2010","ilkjaer1990"
4674,"lund2010","andren2005"
4675,"lund2005","fabech1991"
4676,"fabech2013","herschend1994"
4677,"holst2014","fabech1992"
4678,"holst2014","jorgensen1996"
4679,"poulsen2011","brink1999"
4680,"larsson2007","poulsen2011"
4681,"hillerdal2010","sanmark2004"
4682,"holst2014","sawyer2000"
4683,"burstrom2015","jones2005"
4684,"holst2010","jensen2004"
4685,"lund2020","zachrisson1994"
4686,"poulsen2011","brink2008"
4687,"pedersen2006","skre1998"
4688,"glorstad2015","watt1991"
4689,"christiansen2019","christiansen2006"
4690,"osullivan2015","sindbaek2009"
4691,"glorstad2015","nerman1969"
4692,"fabech2013","fridriksdottir1991"
4693,"lund2020","sawyer1988"
4694,"poulsen2011","zachrisson1994"
4695,"price2011","dobat2008"
4696,"holst2013","jacobsen1942"
4697,"lund2020","price2008i"
4698,"holst2013","olsen1966"
4699,"lund2013","nilsson1992"
4700,"lund2013","staecker1999"
4701,"eriksen2013","bradley2005"
4702,"eriksen2013","holmqvist1969"
4703,"eriksen2013","myrberg2005"
4704,"eriksen2013","skov1994"
4705,"fabech2013","sundqvist2007"
4706,"osullivan2015","fabech2006"
4707,"fahlander2016","biuw1992"
4708,"fallgren2008","zachrisson1994"
4709,"hillerdal2010","stylegar2007"
4710,"andren2013","fabech1991"
4711,"fahlander2016","nilssonstutz2003"
4712,"fredriksen2014","jessen2012"
4713,"holst2013","pedersen2010"
4714,"holst2013","andersen1993"
4715,"holst2013","andersen1995"
4716,"holst2013","bratt2008"
4717,"lund2013","jeppesen1997"
4718,"andren2013","liden1969"
4719,"holst2014","nielsen2007"
4720,"fredriksen2014","myhre1987"
4721,"lund2008","price2001"
4722,"imer2014","randsborg1980"
4723,"larsson2007","hillerdal2010"
4724,"lund2005","wieczorek2000"
4725,"fabech2013","larsson2004"
4726,"ellingsen2019","cannell2016"
4727,"christiansen2019","callmer1984"
4728,"hillerdal2010","skre2008"
4729,"hillerdal2010","callmer1994"
4730,"hillerdal2010","brink2008"
4731,"andren2013","blomkvist2002"
4732,"andren2013","nordahl1996"
4733,"andren2013","vikstrand2001"
4734,"lucas2007","lundqvist1997"
4735,"artelius2005","arbman1945"
4736,"fabech2013","andersson2004"
4737,"price2006","sorensen1994b"
4738,"price2011","dobat2010"
4739,"williams2016","staecker2005"
4740,"zachrisson2017","skre1996"
4741,"lund2016","svanberg1999"
4742,"ulriksen2018","roesdahl1977"
4743,"pedersen2006","krogh1993"
4744,"pedersen2006","dyggve1948"
4745,"zachrissonnd","jorgensen2009"
4746,"boyd2013","hamerow2002"
4747,"lund2013","ramskou1950"
4748,"bill2019","holst2013"
4749,"bill2012","roesdahl2008"
4750,"kastholm2016","petersen1909"
4751,"bill2019","jessen2014"
4752,"jessen2014","ljungkvist2011"
4753,"skre2011a","pilo2007"
4754,"skre2011b","middleton2005"
4755,"price2011","norlund1948"
4756,"moen2020","roesdahl1987"
4757,"feveile2012","rundkvist2008"
4758,"burstrom2015","gosden2004"
4759,"hillerdal2010","graslund1980"
4760,"NOAUTHOR28","ulriksen2011"
4761,"price2011","randsborg1980"
4762,"holst2010","jensen2003"
4763,"bill2012","myhre2003"
4764,"lucas2007","roesdahl1989"
4765,"andren2013","svensson2012"
4766,"bill2017","myhre2015"
4767,"holst2013","christensen1987"
4768,"holst2010","zachrisson1994"
4769,"linderholm2008","olausson2002"
4770,"kalmring2018","ambrosiani1992"
4771,"pedersen2017","callmer1999"
4772,"pedersen2017","fuglesang1985"
4773,"pedersen2017","brogger1916"
4774,"price2006","nordahl2001"
4775,"price2006","steinsland1994"
4776,"zachrisson2017","gurevich1985"
4777,"zachrisson2017","vierck1981"
4778,"zachrisson2017","foote1970"
4779,"andren2013","nielsen2005"
4780,"kastholm2016","christensen1983"
4781,"zachrisson2017","sjoholm1988"
4782,"zachrisson2017","skre1998"
4783,"zachrisson2017","sawyer1988"
4784,"zachrisson2017","ljungkvist2013"
4785,"imer2014","glob1969"
4786,"imer2014","moltke1985"
4787,"lund2021","pedersen2009"
4788,"pricendb","price2011"
4789,"NOAUTHOR28","skre2011"
4790,"price2011","gotfredsen2013"
4791,"price2011","olsen1977"
4792,"price2011","roesdahl1977"
4793,"price2011","roesdahl2008"
4794,"zachrisson2017","sawyer2002"
4795,"zachrisson2017","holst2004"
4796,"zachrisson2017","brink2002"
4797,"zachrisson2017","gothberg2000"
4798,"zachrisson2017","gurevich1992"
4799,"zachrisson2017","ringstad1991"
4800,"zachrisson2017","sundqvist2002"
4801,"price2011","pedersen2009"
4802,"lund2010","stocker2003"
4803,"boyd2013","andersson2007"
4804,"raffield2014","stocker2003"
4805,"moen2020","gardela2013"
4806,"moen2020","dommasnes1982"
4807,"moen2020","christiansen2006"
4808,"skre2011a","wallace1992"
4809,"halstadmcguire2010","dommasnes1982"
4810,"glorstad2014","fanning1994"
4811,"rasmussen2014","imer2014"
4812,"price2006","jansson1987"
4813,"lund2010","gansum2004"
4814,"lund2005","price2002"
4815,"lund2008","price2002"
4816,"lund2006","price2002"
4817,"lund2008","svanberg2003"
4818,"lund2004","svanberg2003"
4819,"lund2006","gansum2004"
4820,"lund2015","hedeager2011"
4821,"lund2020","price2008"
4822,"price2010","andren1989"
4823,"lund2015","price1998"
4824,"price2014","zachrisson2018"
4825,"price2014","williams2006"
4826,"price2014","skaarup1976"
4827,"lund2015","dubois1999"
4828,"price2006","gunnell1995"
4829,"lucas2007","berggren2006"
4830,"lucas2007","eldjarn2000"
4831,"lucas2007","gennep1960"
4832,"eriksen2013","carlie2006"
4833,"lucas2007","hultgard1997"
4834,"lund2010","detienne1989"
4835,"lund2005","brink1999"
4836,"linderholm2008","andersson2006"
4837,"pedersen2006","nielsen1991"
4838,"raffield2015","price2011"
4839,"price2011","hedenstiernajonson2006"
4840,"price2011","sellevold1984"
4841,"lund2005","lager2002"
4842,"backdanielsson2016","connerton1989"
4843,"lund2016","jacobsen1942"
4844,"williams2016","larsson2010"
4845,"lund2020","moltke1942"
4846,"lund2020","jacobsen1942"
4847,"lund2020","klos2009"
4848,"osullivan2015","backdanielsson2012"
4849,"andren2013","graslund1992"
4850,"andren2013","brink2004"
4851,"andren2013","johansen1997"
4852,"backdanielsson2016","moltke1942"
4853,"imer2014","jacobsen1942"
4854,"zachrisson2017","graslund1992"
4855,"zachrisson2017","peterson2006"
4856,"raffield2014","andren2006b"
4857,"barndon2018","dommasnes1976"
4858,"williams2014","carver2000"
4859,"price2014","ingstad1995"
4860,"hedeager2010","jakobsson2003"
4861,"hedeager2010","hedeager2004"
4862,"hedeager2010","ingold2000"
4863,"hedeager2010","bruck2004"
4864,"hedeager2010","bruck2006"
4865,"hedeager2010","brogger1917"
4866,"hedeager2010","stolpe1912"
4867,"eriksen2013","kristoffersen1995"
4868,"eriksen2013","eriksen2016"
4869,"eriksen2013","kaliff1997"
4870,"hedeager2010","watt2004a"
4871,"hedeager2010","brown1988"
4872,"glorstad2015","orsnes1966"
4873,"glorstad2015","magnus1999"
4874,"lund2021","andren2002"
4875,"mannering2013","hagg1974"
4876,"burstrom2015","geijer1938"
4877,"mannering2013","danielsson2007"
4878,"mannering2013","stolpe1912"
4879,"price2010","andren2006b"
4880,"price2010","arne1932"
4881,"williams2014","danielsson2010"
4882,"glorstad2015","watt2004a"
4883,"mannering2013","helmbrecht2011"
4884,"mannering2013","arwidsson1977"
4885,"price2014","sellevold1984"
4886,"skre2011b","geijer1938"
4887,"helmbrecht2012","kjaerum1990"
4888,"price2006","simek2002"
4889,"price2006","pricendb"
4890,"lund2020","jacobsen1941"
4891,"pedersen2006","roesdahlnd"
4892,"price2006","zachrisson2018"
4893,"price2006","gardela2007"
4894,"zachrisson2017","andersson2004"
4895,"imer2014","moltke1942"
4896,"raffield2014","williams2010"
4897,"price2010","carver2002"
4898,"lund2013","reynolds2011"
4899,"osullivan2015","hedeager2012a"
4900,"raffield2014","peirce1919"
4901,"raffield2014","geisslinger1967"
4902,"raffield2014","tilley1994"
4903,"raffield2014","wilke1999"
4904,"linderholm2008","arbman1940"
4905,"raffield2014","bradley1990"
4906,"raffield2014","fredengren2002"
4907,"lund2008","green1998"
4908,"lund2005","androshchuk2002"
4909,"lund2010","sanmark2008"
4910,"lund2010","morrison1983"
4911,"lund2010","morris1983"
4912,"lund2010","sanmark2004"
4913,"lund2010","semple1998"
4914,"moen2020","larrington1996a"
4915,"linderholm2008","richards2003"
4916,"sanmarkndb","semple2013"
4917,"eriksen2013","svanberg2003"
4918,"eriksen2013","price2008"
4919,"pedersen2017","hedeager1992"
4920,"pedersen2017","glorstad2010"
4921,"pedersen2017","petersen1928"
4922,"burstrom2015","jansson1985"
4923,"pedersen2017","pedersen2008"
4924,"skre2011b","blindheim1981"
4925,"kalmring2018","pedersen2016"
4926,"pedersen2017","blackburn2008"
4927,"pedersen2017","hardh2008"
4928,"skre2011b","callmer1984"
4929,"skre2011b","jouttijarvi2006"
4930,"eriksen2013","andren1993"
4931,"eriksen2013","parkerpearson1999"
4932,"eriksen2013","blindheim1995"
4933,"heenpettersen2018","price2010"
4934,"ulriksen2018","steinsland2005"
4935,"eriksen2013","hedeager2011"
4936,"eriksen2013","thate2007"
4937,"eriksen2013","graslund2001"
4938,"eriksen2013","gjerpe2005"
4939,"eriksen2013","lund2009"
4940,"eriksen2013","hedeager1999"
4941,"lund2017","price2002"
4942,"eriksen2013","zachrisson2004"
4943,"imer2014","stoklund1991"
4944,"lund2005","fuglesang1991"
4945,"lund2020","sawyer2000"
4946,"lund2020","stoklund2006"
4947,"burstrom2015","imer2011"
4948,"lund2021","sovso2014"
4949,"imer2014","stoklund2004"
4950,"fredriksen2014","nielsen2007"
4951,"helmbrecht2012","jensen2004"
4952,"zachrisson2017","sawyer2000"
4953,"helmbrecht2012","lindqvist1941"
4954,"andren2013","larsson2004"
4955,"domeijlundborg2012","helmbrecht2011"
4956,"lund2017","svanberg2003"
4957,"lund2020","pedersen2006"
4958,"artelius2005","rappaport1999"
4959,"lund2010","thomas1985"
4960,"lund2020","halbwachs1952"
4961,"eriksen2013","artelius1999"
4962,"artelius2013","pedersen2004"
4963,"artelius2013","rappaport1999"
4964,"lund2008","gosden1998"
4965,"artelius2013","artelius2004"
4966,"artelius2013","hallansstenholm2006"
4967,"artelius2013","connerton1989"
4968,"artelius2013","thate2007"
4969,"artelius2013","andersson2005"
4970,"artelius2013","gosden1998"
4971,"lund2016","hobsbawm1983"
4972,"ulriksen2018","nasstrom2001"
4973,"artelius2013","artelius2007"
4974,"artelius2013","artelius2010"
4975,"artelius2013","lindqvist2010"
4976,"lund2008","pedersen2004"
4977,"lund2015","pedersen2004"
4978,"lund2015","alberti2009"
4979,"lund2017","pedersen2006"
4980,"lund2021","hedeager2003"
4981,"lund2010","jones2007"
4982,"williams2016","dobat2008"
4983,"lund2010","barndon2005"
4984,"lund2019","fowler2004"
4985,"lund2019","jones1997"
4986,"lund2015","zachrisson2004"
4987,"burstrom2015","maixner2005"
4988,"glorstad2014","richards1998"
4989,"price2014","gardela2013"
4990,"price2014","ulriksen2011"
4991,"price2014","pentz2009"
4992,"lund2017","hedeager2011"
4993,"fahlander2016","price2002"
4994,"fahlander2016","parkerpearson1999"
4995,"fahlander2018","price2002"
4996,"fahlander2016","gansum2004"
4997,"williams2016","andren2014"
4998,"lund2016","hallansstenholm2012"
4999,"lund2016","bratt2008"
5000,"lund2016","hallansstenholm2012a"
5001,"lund2020","ljung2016"
5002,"lund2020","graslund2002"
5003,"fredriksen2014","lowenborg2012"
5004,"zachrisson2017","bennet1987"
5005,"zachrisson2017","bennett1987"
5006,"price2008a","snorristurluson1964"
5007,"zachrisson2017","hallansstenholm2012"
5008,"zachrisson2017","zachrisson1994"
5009,"fahlander2016","bratt2008"
5010,"fahlander2016","hallansstenholm2012a"
5011,"fahlander2016","mejsholm2009"
5012,"lund2016","pedersen2006"
5013,"moen2020","solberg2003"
5014,"lund2005","kleiminger1993"
5015,"lund2006","jensen2004"
5016,"lund2006","sorensen1991"
5017,"lund2004","pedersen1997"
5018,"lund2004","solberg1984"
5019,"price2014","petursdottir2009"
5020,"price2014","backdanielsson2007"
5021,"price2014","danielsson2007"
5022,"price2014","wessman2010"
5023,"williams2016","harrison2007"
5024,"lund2017","sorensen2001"
5025,"williams2014","raffield2015"
5026,"lund2021","andersson2008"
5027,"price2014","bersu1966"
5028,"price2014","gunnell1995"
5029,"price2010","gunnell2004"
5030,"price2010","gunnell2008"
5031,"price2010","roberts2009"
5032,"price2014","gardela2009"
5033,"ulriksen2018","reynolds2009"
5034,"ulriksen2018","gardela2012"
5035,"kastholm2016","gron1994"
5036,"skre2011b","skibstedklaesoe1999"
5037,"linderholm2008","arbman1943"
5038,"williams2016","hedenstiernajonson2015"
5039,"hedenstiernajonson2017","linderholm2008"
5040,"ulriksen2018","graslund1980"
5041,"linderholm2008","hedenstiernajonson2006"
5042,"kalmring2018","arbman1939"
5043,"kalmring2018","holmquistolausson1998"
5044,"moen2020","aannestad2015"
5045,"eriksen2013","steinsland2005"
5046,"eriksen2013","solli2002"
5047,"eriksen2013","hedeager2004"
5048,"eriksen2013","myhre1992"
5049,"eriksen2013","bourdieu1977"
5050,"eriksen2013","hedeager2001"
5051,"eriksen2013","brendalsmo1992"
5052,"williams2016","rundkvist2012"
5053,"eriksen2013","eriksen2010"
5054,"eriksen2013","fredriksen2002"
5055,"eriksen2013","lakoff1980"
5056,"williams2014","karnell2012a"
5057,"bill2012","steinsland2002"
5058,"eriksen2013","eriksen2017"
5059,"fredriksen2014","hedeager2011"
5060,"fredriksen2014","gansum2004"
5061,"eriksen2013","bell1992"
5062,"eriksen2013","stutz2006"
5063,"eriksen2013","andren1989"
5064,"eriksen2013","kristoffersen2000"
5065,"lund2006","turner1967"
5066,"lund2004","andren1997"
5067,"lund2004","gennep1960"
5068,"fredriksen2014","myhre1980"
5069,"fredriksen2014","kristensen2010"
5070,"fredriksen2014","kristoffersen2010"
5071,"glorstad2014","lang1984"
5072,"eriksen2013","andersson2008"
5073,"lund2013","andren2002"
5074,"lund2013","jorgensen2002e"
5075,"lund2005","lia2002"
5076,"lund2013","zachrisson1998"
5077,"lund2013","hedeager1999"
5078,"barndon2018","petersen1919"
5079,"aannestad2018","hedeager2002"
5080,"aannestad2018","gosden1999"
5081,"aannestad2018","helms1993"
5082,"lund2017","myrberg2009"
5083,"barndon2018","stylegar2010"
5084,"aannestad2018","blindheim1973"
5085,"aannestad2018","davidson1962"
5086,"aannestad2018","lund2009"
5087,"barndon2018","iversen1999"
5088,"lund2010","gansum2002"
5089,"lund2017","gjerpe2005"
5090,"glorstad2014","helms1993"
5091,"glorstad2014","ryste2005"
5092,"glorstad2014","spangen2005"
5093,"lund2010","jones1997"
5094,"glorstad2014","hedeager1992"
5095,"glorstad2014","petersen1928"
5096,"aannestad2018","gustin2004"
5097,"aannestad2018","helms1988"
5098,"skre2011b","gustin2004"
5099,"skre2011b","wamers1985"
5100,"lund2008","hardh1976"
5101,"burstrom2015","arbman1940"
5102,"lund2013","nielsen1997"
5103,"lund2004","bourdieu1977"
5104,"lund2020","jansson1984"
5105,"lund2019","skre2008"
5106,"price2010","skre2008"
5107,"lund2019","stylegar2010"
5108,"lund2017","thomas1991"
5109,"aannestad2018","svanberg2003"
5110,"skre2011b","callmer1994"
5111,"skre2011b","blindheim1999"
5112,"bill2012","larsen2004"
5113,"aannestad2018","pedersen2008"
5114,"bill2017","bill2012"
5115,"kalmring2018","steuer2002"
5116,"gullbekk2014","williams2010"
5117,"skre2011b","stylegar2010"
5118,"moen2020","pedersen2008"
5119,"barndon2018","price2008"
5120,"andren2013","andren2002"
5121,"andren2013","hedeager1999"
5122,"moen2020","pedersen2014"
5123,"dugmore2007","keller2016"
5124,"lund2016","gosden1999"
5125,"schmid2017","church2007"
5126,"schmid2017","mcgovern2007"
5127,"lund2021","pedersen2006"
5128,"lund2013","fowler2004"
5129,"lund2016","adams2004"
5130,"burstrom2015","thunmarknylen1998"
5131,"lund2020","graslund2003"
5132,"price2008a","andren2004"
5133,"price2010","parkerpearson1999"
5134,"price2010","williams2006"
5135,"lund2016","price2002"
5136,"lund2016","price2008"
5137,"lund2016","svanberg2003"
5138,"price2010","williams2003"
5139,"lund2013","melsom2003"
5140,"andren2013","andren2007"
5141,"lund2013","hines1997"
5142,"price2010","bakka1993"
5143,"lund2013","lund2009"
5144,"lund2015","solli2002"
5145,"lund2017","smith2004"
5146,"lund2021","artelius2004"
5147,"barndon2018","gjerpe2005"
5148,"lund2008","lund2006"
5149,"lund2019","barndon2005"
5150,"andren2013","nielsen1997"
5151,"lund2008","lund2015"
